maxHssNH,maxsF,SsF,nHBint8,minssNH,minHBint4,minsF,SpMin1_Bhp,mindsCH,SHssNH,n6HeteroRing,minHssNH,nT6HeteroRing,MDEO-11,BCUTp-1h,minHBint8,MDEN-22,ATSC8c,minHBd,nF,SpMin1_Bhv,GATS1s,SpMin1_Bhe,nsF,maxHBd,ATSC8e,AATSC8c,SHCsatu,AATSC0i,minHCsatu,BCUTw-1l,minwHBa,mindssC,minHBint2,ATSC6c,nF10HeteroRing,nT10HeteroRing,nHBint4,AATSC8e,SpMax1_Bhp,SpMin1_Bhi,mindsN,WTPT-4,SpMin1_Bhm,SHBd,maxHCsatu,ATSC6e,nF10Ring,nT10Ring,nT6Ring,n6Ring,BCUTc-1h,SpMax3_Bhs,MATS8c,MLFER_A,mindO,SpMax1_Bhv,SpMax1_Bhe,MATS8e,maxHdsCH,maxHother,ATSC0s,SpMax1_Bhm,MDEC-33,nHeteroRing,R_TpiPCTPC,SM1_Dzi,AATSC6c,SpMax2_Bhp,BCUTw-1h,SCH-6,ndssC,SpMin2_Bhp,SpMax1_Bhi,SpMax1_Bhs,MLFER_BO,C3SP2,nHssNH,nssNH,ASP-7,SM1_Dzv,SpMax5_Bhi,WTPT-3,MLFER_BH,MPC8,gmin,BCUTp-1l,MPC9,ATSC0i,SpMax2_Bhv,minHBa,AATSC6e,WTPT-5,MATS6c,SM1_Dzs,GGI8,SpMin2_Bhi,GGI7,SpMAD_Dt,WTPT-2,hmax,SpMax2_Bhi,nAtomP,ASP-1,EE_Dt,SpMax_Dt,SpAD_Dt,SM1_Dzp,nTRing,fragC,GATS1e,piPC9,nHBAcc2,VR3_Dzp,nN,SpMax5_Bhe,minHCsats,GATS3s,piPC10,SpMax2_Bhs,minssCH2,SpMax2_Bhm,SpMax8_Bhs,BCUTc-1l,nX,MPC4,TPC,SpMax2_Bhe,SCH-7,MATS1s,nssCH2,ATS8m,piPC8,ASP-6,nRing,SM1_Dze,MATS6e,GGI9,FMF,GATS8c,AATSC7e,SpMax4_Bhs,RotBtFrac,ATS4s,MDEC-23,SpMax6_Bhp,JGI10,SpMax5_Bhv,MPC10,MATS6s,SpDiam_Dt,SP-7,MWC9,JGI5,VR3_Dzi,SP-5,nHBAcc,SpMax5_Bhp,SpMin2_Bhe,ASP-0,Inhibitor
0.57424,14.383311,14.383311,6,2.553419,0.835901,14.383311,2.019109,1.337497,0.901606,3,0.327365,3,0.1,10.618085,0.555958,1.310371,0.527558,0.327365,1,2.01107,0.48968,1.900018,1,0.57424,2.642805,0.005024,1.333113,1.927862,0.570898,11.997379,-0.511797,-0.511797,6.88715,-0.371789,1,1,3,0.02517,3.851333,1.877679,4.187362,5.153545,1.983159,0.901606,0.762215,-2.974684,1,1,4,4,0.24822,4.894264,0.359049,0.324,11.993498,3.857278,3.941784,0.275886,0.62553,0.62553,111.303419,3.908063,8.789403,3,3.484244,1.826219,-0.003261,3.734241,19.000136,0.290264,8,1.951634,3.971774,5.175233,2.978,3,2,2,0.030291,-2.941272,3.323975,23.597903,2.991,124,-0.511797,4.779537,139,100.248823,3.745857,1.69828,-0.026094,15.883205,-0.233058,3.537698,0.365583,1.769022,0.520833,21.900688,2.057111,0.762215,3.891399,9,0.436286,306.609634,306.609634,613.219268,-6.753702,5,205.08,0.632806,6.47851,8,17.749742,5,3.279197,0.468915,0.756602,6.731018,4.915537,0.412114,3.821269,3.017825,-0.30354,1,76,952,3.857055,0.556515,-0.000067,8,5896.285791,6.202536,0.048526,4,1.511805,-0.286016,0.248125,0.461538,0.518571,0.005826,3.87518,0.193548,489.722222,21.580458,2.933099,0.005694,3.081547,143,-0.234737,440.200631,3.332011,11.17329,0.022661,16.771883,7.388677,7,3.059955,1.798549,0.702607,1
0.576428,14.481137,14.481137,7,2.525594,0.825134,14.481137,2.020364,1.2675,0.905982,3,0.329553,3,0.317952,10.621022,0.490666,1.310371,0.650641,0.329553,1,2.012861,0.539952,1.90179,1,0.576428,3.634731,0.005658,2.034261,1.914351,0.578347,11.993284,-0.611546,-0.611546,6.371455,-0.234699,1,1,4,0.031606,3.852706,1.879428,4.162514,7.577048,1.987212,1.460179,0.776628,-2.644788,1,1,4,4,0.24811,4.98326,0.355451,0.776,11.496733,3.858658,3.943212,0.31027,0.636236,0.636236,143.121399,3.909159,10.993364,3,3.41561,1.999354,-0.001819,3.737767,18.998408,0.290264,9,1.961074,3.972693,5.258145,2.876,3,2,2,0.030613,-3.340266,3.401014,25.26017,2.87,133,-0.611546,4.566288,149,103.374957,3.749339,1.488882,-0.020502,15.121367,-0.114303,4.789135,0.382212,1.774446,0.581597,22.650947,2.04861,0.776628,3.898115,9,0.437441,339.764209,339.764209,679.528419,-7.835997,5,219.09,0.640255,6.527958,9,19.424643,5,3.354565,0.475417,0.804278,6.79794,4.998218,0.205099,3.824904,3.42915,-0.29644,1,81,1025,3.86373,0.521294,-0.020066,8,6978.569201,6.253829,0.047539,4,1.760299,-0.201264,0.2725,0.444444,0.525361,0.005329,4.963528,0.212121,560.055556,25.543893,3.0189,0.00602,3.142032,157,-0.132161,491.145992,3.704141,11.247879,0.024225,18.320431,7.817254,8,3.118033,1.806091,0.708345,1
0.568932,14.677869,14.677869,6,2.557584,0.823687,14.677869,2.019683,1.318543,0.890988,3,0.322057,3,0.276302,10.619485,0.532511,1.310371,0.657284,0.322057,1,2.011519,0.474924,1.900159,1,0.568932,4.551536,0.003984,2.053022,1.821792,0.578845,11.997365,-0.555581,-0.555581,6.883093,-0.325495,1,1,3,0.027585,3.85143,1.877794,4.20847,7.714265,1.983265,0.890988,0.776433,-3.312376,1,1,4,4,0.248302,5.004342,0.284313,0.324,12.098276,3.857404,3.942204,0.306961,0.62943,0.62943,143.109848,3.908374,8.842159,4,3.040563,2.224603,-0.002034,3.734602,19.000138,0.373597,9,1.957976,3.972302,5.298481,3.972,3,2,2,0.030501,-3.659591,3.479351,29.771968,3.971,160,-0.555581,4.79071,181,120.238242,3.746326,1.653469,-0.020702,19.49568,-0.145195,4.619214,0.473915,1.769446,0.626772,24.707543,2.063607,0.776433,3.899539,9,0.435672,432.381998,432.381998,864.763996,-8.354178,6,331.1,0.631534,6.569481,10,20.937945,6,3.413936,0.386298,0.774324,6.835185,5.016204,0.37143,3.822884,3.565298,-0.292427,1,95,1208,3.860834,0.674366,0.012326,13,7908.775993,6.298949,0.048111,5,1.900562,-0.230372,0.353434,0.469697,0.517575,0.008555,4.998052,0.205128,608.555556,26.037237,3.131415,0.006025,3.24655,193,-0.192702,625.209843,4.209206,11.374686,0.020618,21.540457,8.748425,9,3.243435,1.79931,0.696092,1
0.576074,14.447843,14.447843,6,2.529409,0.832679,14.447843,2.020091,1.282029,0.905273,3,0.329199,3,0.29516,10.619103,0.513167,1.310371,0.355199,0.329199,1,2.012675,0.539952,1.901616,1,0.576074,2.185261,0.0032,1.961701,1.914351,0.576993,11.9,-0.587633,-0.587633,6.233068,-0.558147,1,1,3,0.019687,3.852521,1.879231,4.165601,7.574876,1.987201,1.455799,0.773004,-3.123058,1,1,4,4,0.248055,4.98326,0.201667,0.776,11.322014,3.858428,3.94288,0.193262,0.633304,0.633304,143.121399,3.908768,10.442434,3,3.404692,1.999354,-0.004465,3.73752,18.998408,0.290264,9,1.960232,3.972435,5.258144,2.876,3,2,2,0.031268,-3.340266,3.41051,25.25287,2.87,132,-0.587633,4.477232,151,103.374957,3.748988,1.558836,-0.024984,15.116318,-0.2814,4.789135,0.439657,1.774209,0.552083,22.362466,2.048588,0.773004,3.897122,9,0.437441,335.436986,335.436986,670.873972,-7.835997,5,219.09,0.640255,6.532334,9,18.33715,5,3.361315,0.474311,0.804885,6.786717,4.997784,0.357562,3.823946,3.429165,-0.286971,1,80,1023,3.862825,0.521294,-0.020066,8,6595.336305,6.238325,0.047661,4,1.760299,-0.245265,0.296875,0.444444,0.651565,0.016212,4.964009,0.212121,556.611111,25.620842,2.97556,0.005771,3.14902,155,-0.191893,484.322062,3.814664,11.238054,0.024653,19.044126,7.592618,8,3.123749,1.80588,0.708345,1
0.573912,14.471013,14.471013,7,2.545924,0.83261,14.471013,2.019441,1.315612,0.900948,3,0.327037,3,0.276302,10.618815,0.539786,1.310371,0.630254,0.327037,1,2.01139,0.575419,1.900124,1,0.577915,3.082528,0.005627,1.343963,1.865391,0.574804,11.9,-0.54526,-0.54526,6.898798,-0.310096,1,1,3,0.027523,3.851395,1.877762,4.184404,7.599558,1.983329,1.478863,0.769159,-3.053307,1,1,4,4,0.248225,4.964238,0.337528,0.58,12.020665,3.857352,3.941968,0.276286,0.629229,0.629229,130.458333,3.9082,8.789403,3,3.354966,1.999354,-0.002297,3.734414,18.998408,0.290264,8,1.95504,3.971989,5.258144,3.289,3,2,2,0.031162,-3.340266,3.420363,26.253918,3.291,134,-0.54526,4.133988,149,104.461898,3.746065,1.650537,-0.022617,16.092542,-0.137777,4.368726,0.390275,1.769298,0.552083,22.49504,2.054382,0.769159,3.89342,9,0.441299,337.425603,337.425603,674.851205,-7.835997,5,219.09,0.706113,6.505784,9,19.626811,5,3.361812,0.472375,0.731687,6.763885,4.98326,0.085284,3.82179,3.42917,-0.394506,1,80,1017,3.858116,0.532107,-0.022496,10,6677.307095,6.230481,0.048068,4,1.760299,-0.227042,0.278125,0.428571,0.528709,0.006984,4.341278,0.242424,518.222222,22.553014,3.003477,0.005392,3.152363,155,-0.210725,486.485539,3.7394,11.211185,0.023205,19.173805,7.718615,8,3.143005,1.799067,0.702907,1
0.575072,14.628266,14.628266,6,2.556687,0.839097,14.628266,2.020623,1.321612,0.903269,4,0.328197,4,0.1,10.619617,0.543513,1.586957,0.451894,0.328197,1,2.012067,0.494513,1.900287,1,0.575072,2.618655,0.00393,1.363721,1.991287,0.581658,11.9,-0.548931,-0.548931,6.944719,-0.518654,1,1,3,0.022771,3.851501,1.877865,4.204325,5.162644,1.983125,0.903269,0.782063,-2.685002,1,1,5,5,0.248269,4.832841,0.262311,0.324,12.076264,3.857519,3.94267,0.255248,0.638617,0.638617,114.377193,3.908941,9.072111,4,3.453942,2.276719,-0.003627,3.734942,18.998409,0.392326,9,1.968436,3.973134,5.102865,3.07,3,2,2,0.03079,-3.579921,3.472676,30.066736,3.145,160,-0.548931,4.795472,183,113.50335,3.746876,1.656058,-0.018776,22.341887,-0.242113,4.268789,0.443941,1.769937,0.598958,24.479415,2.076676,0.782063,3.908985,9,0.435064,403.910339,403.910339,807.820679,-7.790066,6,313.1,0.656959,6.703188,10,21.817609,7,3.402835,0.478387,0.777229,6.986566,4.856395,0.380751,3.826635,3.384938,-0.286748,1,92,1205,3.864782,0.58022,0.00228,8,7356.1134,6.410175,0.04741,5,1.792331,-0.21047,0.316875,0.526316,0.677999,0.016493,4.004315,0.162162,537.388889,25.067882,3.042486,0.004622,3.232107,195,-0.198823,579.313876,4.372241,11.343406,0.021739,22.068764,8.925589,9,3.232315,1.800613,0.690481,1
0.556685,14.35669,14.35669,4,2.57438,0.723915,14.35669,2.022134,1.318939,0.556685,2,0.556685,2,0.317952,10.785134,0.886406,1,0.363312,0.454637,1,2.020153,0.567335,1.915303,1,0.556685,2.354941,0.003364,1.815085,1.874392,0.538502,11.996146,-0.545066,-0.545066,6.690868,-0.216407,1,1,1,0.021805,3.864608,1.89255,4.227594,7.671912,2.013176,1.011322,0.734792,-2.109174,1,1,4,4,0.246943,4.982225,0.238833,0.348,12.019122,3.868496,3.947379,0.21947,0.61986,0.61986,128.779914,3.910581,9.343432,2,3.484244,1.548855,-0.00185,3.767195,18.998408,0.290264,8,1.953403,3.974372,5.279489,2.111,4,1,1,0.030291,-2.701617,3.298873,19.803924,2.108,124,-0.545066,4.781009,139,97.468378,3.77229,1.592293,-0.018027,9.570859,-0.131318,3.821854,0.365583,1.800791,0.520833,21.900688,2.057111,0.734792,3.892963,9,0.436286,306.609634,306.609634,613.219268,-6.799633,5,205.07,0.633702,6.47851,7,17.674643,3,3.277086,0.415252,0.796775,6.731018,5.00051,0.42922,3.825346,3.413581,-0.4179,1,76,952,3.86491,0.556515,-0.018528,9,5945.280913,6.202536,0.048526,4,1.479773,-0.181445,0.248125,0.461538,0.675429,0.005923,4.360774,0.193548,499.111111,26.323915,2.94769,0.005694,3.098286,143,-0.143068,440.200631,3.332011,11.17329,0.022661,16.839957,7.388677,6,3.075601,1.824989,0.702607,1
0.580364,14.332465,14.332465,8,2.519879,0.840352,14.332465,2.015524,1.238356,1.372319,3,0.333489,3,0.346325,10.607731,0.846971,1.433534,0.518896,0.333489,1,2.007453,0.490468,1.896938,1,0.580364,1.321782,0.004805,2.185212,1.877577,0.580031,11.997372,-0.651617,-0.651617,5.74797,-0.447667,1,1,4,0.012239,3.848495,1.874709,4.1506,7.671915,1.980261,1.372319,0.823628,-2.913927,1,1,4,4,0.248257,4.980101,0.323142,0.537,12.006308,3.85412,3.938046,0.125018,0.648151,0.648151,140.315789,3.904061,9.674297,3,3.436441,1.999354,-0.003553,3.730932,19.000137,0.308992,9,1.935954,3.968289,5.25446,2.913,3,3,3,0.032251,-3.340266,3.460072,25.877428,2.919,118,-0.651617,4.69662,133,107.021899,3.741934,1.730706,-0.023126,15.647548,-0.238958,4.566883,0.394558,1.765009,0.560764,23.121154,2.050269,0.823628,3.87528,9,0.441908,358.377891,358.377891,716.755782,-7.835997,5,226.09,0.625974,6.428105,9,19.394198,5,3.392548,0.349305,0.795687,6.709304,4.981524,-0.151382,3.812922,3.428431,-0.286806,1,78,944,3.846615,0.483995,0.002431,10,7304.354347,6.148468,0.049517,4,1.760299,-0.236235,0.268125,0.473684,0.773975,0.018963,4.950549,0.235294,540.5,23.12827,3.028716,0.005771,3.210702,140,-0.174646,519.063941,3.483056,11.165423,0.021528,18.721351,7.686521,8,3.206738,1.792725,0.703043,1
0.577025,14.621322,14.621322,6,2.552781,0.8428,14.621322,2.020512,1.314668,0.907175,4,0.33015,4,0.1,10.619576,0.541589,2.343024,0.385822,0.33015,1,2.011866,0.494858,1.900213,1,0.577025,2.570446,0.003507,1.36841,2.021457,0.583388,11.9,-0.557196,-0.557196,6.966525,-0.55654,1,1,3,0.023368,3.851463,1.877816,3.81799,5.162644,1.983016,0.907175,0.785021,-3.1114,1,1,5,5,0.248279,4.861874,0.213842,0.324,12.073178,3.857474,3.942574,0.251671,0.744444,0.744444,115.053571,3.908896,9.072111,4,3.453942,2.501968,-0.003947,3.734685,18.998409,0.392326,9,1.967009,3.97305,5.137017,3.132,3,2,2,0.03079,-3.899246,3.472278,33.074801,3.259,160,-0.557196,4.795146,183,113.201585,3.746548,1.640433,-0.022067,25.349953,-0.240644,4.783496,0.443941,1.769571,0.598958,24.479415,2.076676,0.785021,3.907401,9,0.435064,403.910339,403.910339,807.820679,-8.308248,6,313.11,0.674819,6.703188,11,21.94394,8,3.401951,0.47993,0.769655,6.986566,4.88431,0.374834,3.826085,3.394754,-0.286749,1,92,1205,3.863361,0.58022,0.0066,8,7361.904044,6.410175,0.04741,5,1.932594,-0.237659,0.316875,0.535714,0.682128,0.014759,4.056464,0.162162,537.722222,24.549993,3.034763,0.004622,3.228283,195,-0.214054,579.313876,4.372241,11.343406,0.021739,22.030975,8.925589,10,3.228044,1.799753,0.690481,1
0.575452,14.670505,14.670505,6,2.54232,0.835349,14.670505,2.020569,1.286681,0.90403,4,0.328577,4,0.29516,10.619707,0.513099,1.072971,0.526808,0.328577,1,2.012003,0.492266,1.9004,1,0.575452,3.269936,0.004021,1.373538,1.943447,0.585248,11.9,-0.596923,-0.596923,6.958181,-0.490952,1,1,3,0.024961,3.851597,1.878023,4.092352,7.741474,1.983238,0.90403,0.78829,-3.232522,1,1,5,5,0.252665,4.828396,0.259527,0.324,12.09167,3.857647,3.942882,0.262251,0.642749,0.642749,140.453704,3.909142,9.991789,4,3.36254,2.224603,-0.003295,3.7373,18.998409,0.392326,10,1.969707,3.972865,5.076173,3.665,3,2,2,0.030623,-3.659591,3.476058,29.499933,3.683,164,-0.596923,4.796178,187,116.606826,3.749665,1.561576,-0.021695,19.196433,-0.212645,4.529905,0.501386,1.773395,0.663194,24.86689,2.066829,0.78829,3.908599,9,0.436104,435.170577,435.170577,870.341154,-8.354178,6,331.1,0.623473,6.685861,10,21.187279,6,3.408742,0.481581,0.762687,6.956545,4.834567,0.305536,3.830745,3.493873,-0.286789,1,96,1244,3.870204,0.58022,-0.003626,8,7807.210478,6.403574,0.047345,5,1.900562,-0.227932,0.36125,0.516667,0.631689,0.016182,4.809421,0.179487,604.722222,28.210497,3.080801,0.005466,3.240531,199,-0.199221,627.039492,4.470922,11.398221,0.02,21.450007,9.206434,9,3.23815,1.805199,0.696092,1
0.576522,14.682371,14.682371,6,2.48157,0.83469,14.682371,2.020716,1.267936,1.45052,4,0.329647,4,0.573108,10.619944,0.503795,1.035705,0.351334,0.329647,1,2.012095,0.496068,1.900435,1,0.576522,2.006415,0.002662,1.379475,1.922845,0.587623,11.9,-0.620299,-0.620299,6.111979,-0.361633,1,1,5,0.0152,3.851625,1.878069,4.182136,10.26131,1.983276,1.45052,0.791852,-1.940944,1,1,5,5,0.248445,4.861035,0.156685,0.926,11.227994,3.857683,3.942972,0.143973,0.650694,0.650694,165.687614,3.9092,10.602984,4,3.23869,2.397737,-0.002333,3.738046,18.998409,0.373597,11,1.972284,3.972888,5.108542,3.993,4,3,3,0.030293,-4.058585,3.476415,31.974812,3.995,168,-0.620299,4.434048,191,117.293522,3.750946,1.528287,-0.012522,19.151473,-0.137346,5.243825,0.513731,1.775157,0.725694,25.099809,2.061024,0.791852,3.909547,10,0.435047,451.796554,451.796554,903.593108,-9.436473,6,340.11,0.63695,6.670766,11,21.593921,6,3.410221,0.483747,0.784096,6.945051,4.875128,0.260417,3.833088,3.599258,-0.286831,1,98,1282,3.873174,0.65274,-0.009131,8,8207.941076,6.390241,0.047963,5,2.149057,-0.118608,0.388125,0.508197,0.796234,0.015271,4.84089,0.175,640.166667,29.707804,3.081519,0.005971,3.240668,207,-0.078413,652.516224,4.544002,11.43177,0.021786,22.232917,9.423407,10,3.23766,1.805878,0.70093,1
0.571687,14.776825,14.776825,7,2.552307,0.82902,14.776825,2.020712,1.296274,1.313866,3,0.324812,3,0.29516,10.619922,0.514871,1.002073,0.522962,0.324812,1,2.012257,0.492186,1.900824,1,0.571687,2.721233,0.003534,1.375814,1.919341,0.586223,11.9,-0.591585,-0.591585,6.937163,-0.477507,1,1,3,0.018387,3.879775,1.878468,4.208554,7.755506,1.983582,1.313866,0.789591,-2.934579,1,1,5,5,0.248372,4.812161,0.244855,0.695,12.134547,3.882605,3.954604,0.206282,0.640096,0.640096,141.048718,3.918348,12.094726,4,3.543919,2.224603,-0.002929,3.850663,18.998409,0.524972,12,1.972008,3.982131,5.057963,3.68,5,3,3,0.030104,-3.659591,3.490112,29.558721,3.727,202,-0.591585,4.797868,221,124.757141,3.856338,1.585135,-0.018004,19.241159,-0.202999,4.365306,0.51022,1.827664,0.697952,27.636702,2.081345,0.789591,3.965896,12,0.429636,525.097346,525.097346,1050.194692,-8.354178,8,443.1,0.639967,6.872128,10,23.354372,6,3.447362,0.482486,0.76303,7.127694,4.81967,0.317354,3.902576,3.492554,-0.286809,1,112,1480,3.93708,0.822767,-0.009742,8,8720.240107,6.723832,0.046558,6,1.900562,-0.201984,0.399059,0.523077,0.676274,0.008624,4.793806,0.162791,646.5,34.417166,3.225066,0.005853,3.310289,243,-0.164829,750.321771,5.388534,11.566855,0.022181,24.776701,10.308645,9,3.300135,1.846251,0.690133,1
0.574275,14.702495,14.702495,6,2.544277,0.832996,14.702495,2.019815,1.286531,0.901675,3,0.3274,3,0.29516,10.619361,0.51114,1.310371,0.493583,0.3274,1,2.011398,0.50266,1.900151,1,0.574275,3.220646,0.003247,2.258881,1.858972,0.586054,11.9,-0.598983,-0.598983,6.953938,-0.430904,1,1,3,0.021188,3.851442,1.877831,4.196078,10.776997,1.983026,0.901675,0.883609,-3.665353,1,1,5,5,0.248345,4.815924,0.212014,0.324,12.109074,3.857444,3.942317,0.214655,0.642315,0.642315,144.135043,3.908598,9.418436,3,3.258662,2.172488,-0.002762,3.735421,18.998409,0.392326,10,1.959761,3.972216,5.068476,3.603,3,2,2,0.031651,-3.739261,3.487198,29.483951,3.584,160,-0.598983,4.793409,185,120.833148,3.746707,1.56121,-0.023496,16.144969,-0.180344,4.559164,0.496599,1.772338,0.611111,25.825175,2.063212,0.883609,3.896261,9,0.43881,477.765741,477.765741,955.531482,-8.918291,6,349.1,0.653666,6.665684,10,22.63042,5,3.440643,0.482342,0.832214,6.903747,4.828271,-0.077401,3.823816,3.494341,-0.336483,1,96,1241,3.861094,0.593463,-0.006892,9,8676.369306,6.37332,0.048653,5,2.008794,-0.23803,0.379375,0.507692,0.606583,0.010063,4.802525,0.219512,609.055556,28.857705,3.165799,0.005686,3.265094,197,-0.192731,690.15833,4.557753,11.379954,0.023829,23.623001,9.398073,9,3.252395,1.800386,0.696688,1
0.577874,14.653914,41.981569,6,2.526418,0.836243,13.209189,2.022174,0.830962,0.908874,3,0.330999,3,0.1,10.619917,0.506283,1.310371,0.620785,0.330999,3,2.013697,0.489065,1.9014,3,0.577874,2.952676,0.005217,1.379571,2.621255,0.587703,11.9,-0.65642,-0.65642,6.980826,-0.328739,1,1,3,0.024812,3.852297,1.87878,4.174572,5.162658,1.984326,0.908874,0.791868,-3.213327,1,1,5,5,0.248267,5.056257,0.365142,0.324,12.080177,3.858481,3.944385,0.191334,0.740971,0.740971,186.675141,3.910653,10.869794,3,3.428791,2.533626,-0.002149,3.778475,19.000419,0.358305,11,1.981934,3.974745,5.142641,2.639,3,2,2,0.030049,-4.034591,3.473236,29.009244,2.635,172,-0.65642,4.030238,197,154.65405,3.788568,1.529558,-0.021002,16.214366,-0.150393,4.981635,0.505165,1.805806,0.645833,25.082481,2.063882,0.791868,3.929726,9,0.433382,438.943416,438.943416,877.886832,-10.750112,6,331.1,0.578771,6.755769,10,21.232644,5,3.403703,0.483826,0.790994,7.057898,5.108541,0.276015,3.857343,3.667535,-0.286768,3,99,1299,3.891856,0.696661,-0.005225,8,8145.125813,6.467699,0.047368,5,2.138805,-0.161952,0.388125,0.508475,0.642009,0.001279,4.861035,0.205128,654.722222,30.380364,3.044072,0.005536,3.233058,215,-0.164273,632.560671,4.537335,11.439333,0.023243,21.634887,9.310469,7,3.232829,1.835193,0.700753,1
0.573664,14.766443,14.766443,6,2.545897,0.831972,14.766443,2.016249,1.288869,0.900454,3,0.326789,3,0.29516,10.622544,0.516975,1.453171,0.312021,0.326789,1,2.008191,0.488794,1.898533,1,0.573664,2.22356,0.002197,1.37749,1.939264,0.586755,11.9,-0.600051,-0.600051,6.9511,-0.636609,1,1,3,0.015659,3.851292,1.876463,3.892076,7.745096,1.981095,0.900454,0.790735,-4.375473,1,1,4,4,0.248395,4.867548,0.137922,0.324,12.117018,3.857232,3.941832,0.164232,0.735309,0.735309,142.602599,3.908082,9.991789,4,3.291601,2.449853,-0.003906,3.735042,18.998409,0.308992,10,1.929214,3.971757,5.124966,3.84,4,2,2,0.031069,-3.978915,3.478988,32.495619,3.895,167,-0.600051,4.818848,189,120.234354,3.74695,1.581984,-0.026843,22.188285,-0.245145,5.043643,0.499882,1.766771,0.671946,25.790899,2.066456,0.790735,3.902138,9,0.437701,464.236176,464.236176,928.472352,-8.87236,6,340.11,0.637098,6.669498,11,21.848257,7,3.412626,0.482937,0.747883,6.940222,4.874462,0.292498,3.825904,3.515265,-0.286802,1,97,1262,3.864071,0.483995,0.006063,9,8369.192086,6.401917,0.048281,5,2.040825,-0.281537,0.365625,0.516129,0.733924,0.011352,4.851273,0.175,654.388889,29.007702,3.086871,0.005277,3.243457,203,-0.237864,668.517091,4.536038,11.397885,0.018909,22.109248,9.339894,10,3.241002,1.794694,0.696398,1
0.569916,14.740784,14.740784,6,2.550846,0.824028,14.740784,2.021797,1.299682,0.892957,3,0.323041,3,0.29516,10.620151,0.52099,1.310371,0.372319,0.323041,1,2.015238,0.499245,1.904337,1,0.569916,1.409703,0.002568,2.028724,1.826428,0.583107,11.997358,-0.583551,-0.583551,6.907123,-0.334684,1,1,3,0.009722,3.854473,1.882238,4.205065,10.527618,1.994857,0.892957,0.783089,-1.714996,1,1,5,5,0.248093,4.832891,0.18712,0.324,12.119542,3.860302,3.944718,0.102064,0.63352,0.63352,144.921296,3.90996,12.663877,3,3.349581,1.947238,-0.001969,3.809449,19.000138,0.373597,11,1.979613,3.973619,5.086507,2.956,4,2,2,0.030965,-3.419936,3.478092,25.805465,2.938,172,-0.583551,4.758109,195,120.544252,3.811779,1.612766,-0.010088,12.715809,-0.14347,4.389272,0.513731,1.843543,0.725694,25.386934,2.059957,0.783089,3.918814,9,0.437558,469.65827,469.65827,939.31654,-8.400109,6,349.09,0.625139,6.715383,9,22.300573,4,3.41557,0.4798,0.803194,6.990257,4.843019,0.352292,3.845896,3.492316,-0.349167,1,100,1313,3.892717,0.628332,-0.002058,8,8563.72544,6.44254,0.047764,5,1.868531,-0.105908,0.398125,0.469697,0.886857,0.010489,4.818132,0.219512,651.222222,34.635387,3.124809,0.006135,3.254922,211,-0.128759,679.494586,4.830479,11.450188,0.022569,23.718013,9.533706,8,3.249494,1.862047,0.701097,1
0.573544,14.756943,14.756943,6,2.531202,0.826865,14.756943,2.022792,1.25584,0.900213,3,0.326669,3,0.771939,11.937949,0.485402,1.310371,0.290512,0.326669,1,2.042883,0.594701,1.917002,1,0.573544,0.775487,0.002004,1.381844,1.895154,0.588455,11.997362,-0.642023,-0.642023,6.952564,-0.240453,1,1,3,0.005348,4.068712,1.931342,4.18521,12.952306,1.982673,0.900213,0.793389,-0.368319,1,1,5,5,0.248599,4.812567,0.134839,0.324,12.122108,3.931527,4.045375,0.049213,0.643673,0.643673,172.81546,4.731188,9.089848,3,3.374633,2.258722,-0.00144,3.85038,31.972073,0.373597,10,1.98715,4.018613,5.131138,2.782,3,2,2,0.030498,-3.980676,3.511313,35.163805,2.769,176,-5.537002,4.811796,201,125.080159,3.855289,1.470928,-0.002206,16.137021,-0.096902,1.004792,0.587805,1.875208,0.788194,25.253804,2.051858,1.439405,3.96604,11,0.435077,479.822277,479.822277,959.644555,-9.576447,6,358.12,0.588432,6.744059,11,22.926057,5,3.513037,0.484477,0.784896,7.019297,5.049274,0.163579,3.906907,3.654082,-0.348795,1,104,1364,3.938516,0.615441,-0.084714,8,9878.667916,6.461468,0.046523,5,2.328645,-0.020294,0.448125,0.469697,0.933836,0.018417,4.787039,0.214286,724.354938,28.047316,3.22295,0.00654,3.340983,217,-0.099465,695.544853,5.06269,11.55588,0.026106,26.05302,9.643193,10,3.377457,1.892801,0.706927,1
