maxHssNH,maxsF,SsF,nHBint8,minssNH,minHBint4,minsF,SpMin1_Bhp,mindsCH,SHssNH,n6HeteroRing,minHssNH,nT6HeteroRing,MDEO-11,BCUTp-1h,minHBint8,MDEN-22,ATSC8c,minHBd,nF,SpMin1_Bhv,GATS1s,SpMin1_Bhe,nsF,maxHBd,ATSC8e,AATSC8c,SHCsatu,AATSC0i,minHCsatu,BCUTw-1l,minwHBa,mindssC,minHBint2,ATSC6c,nF10HeteroRing,nT10HeteroRing,nHBint4,AATSC8e,SpMax1_Bhp,SpMin1_Bhi,mindsN,WTPT-4,SpMin1_Bhm,SHBd,maxHCsatu,ATSC6e,nF10Ring,nT10Ring,nT6Ring,n6Ring,BCUTc-1h,SpMax3_Bhs,MATS8c,MLFER_A,mindO,SpMax1_Bhv,SpMax1_Bhe,MATS8e,maxHdsCH,maxHother,ATSC0s,SpMax1_Bhm,MDEC-33,nHeteroRing,R_TpiPCTPC,SM1_Dzi,AATSC6c,SpMax2_Bhp,BCUTw-1h,SCH-6,ndssC,SpMin2_Bhp,SpMax1_Bhi,SpMax1_Bhs,MLFER_BO,C3SP2,nHssNH,nssNH,ASP-7,SM1_Dzv,SpMax5_Bhi,WTPT-3,MLFER_BH,MPC8,gmin,BCUTp-1l,MPC9,ATSC0i,SpMax2_Bhv,minHBa,AATSC6e,WTPT-5,MATS6c,SM1_Dzs,GGI8,SpMin2_Bhi,GGI7,SpMAD_Dt,WTPT-2,hmax,SpMax2_Bhi,nAtomP,ASP-1,EE_Dt,SpMax_Dt,SpAD_Dt,SM1_Dzp,nTRing,fragC,GATS1e,piPC9,nHBAcc2,VR3_Dzp,nN,SpMax5_Bhe,minHCsats,GATS3s,piPC10,SpMax2_Bhs,minssCH2,SpMax2_Bhm,SpMax8_Bhs,BCUTc-1l,nX,MPC4,TPC,SpMax2_Bhe,SCH-7,MATS1s,nssCH2,ATS8m,piPC8,ASP-6,nRing,SM1_Dze,MATS6e,GGI9,FMF,GATS8c,AATSC7e,SpMax4_Bhs,RotBtFrac,ATS4s,MDEC-23,SpMax6_Bhp,JGI10,SpMax5_Bhv,MPC10,MATS6s,SpDiam_Dt,SP-7,MWC9,JGI5,VR3_Dzi,SP-5,nHBAcc,SpMax5_Bhp,SpMin2_Bhe,ASP-0,Inhibitor
0.371207,0,0,1,3.252356,0,0,1.93634,1.649495,0.371207,2,0.371207,2,0.142857,10.622829,0.702509,0.090909,0.053042,0.371207,0,1.94124,0.491336,1.822953,0,0.371207,0.151304,0.000411,0.726285,1.548686,0.726285,11.988257,-0.033863,-0.033863,0,-0.134342,0,0,0,0.001173,3.879386,1.801514,4.21274,5.18529,1.94142,0.371207,0.726285,-1.590778,0,0,3,3,0.252236,3.980775,0.034663,0.374,12.906504,3.880049,3.951084,0.020579,0.602074,0.602074,71.613208,3.906431,7.189323,3,2.523565,1.247267,-0.001058,3.757976,15.99593,0.457561,6,1.917049,3.983299,4.793392,2.511,2,1,1,0.028843,-2.075287,3.354623,18.367923,2.554,163,-0.033863,5.559447,172,82.080356,3.765238,1.8925,-0.012526,13.182633,-0.089176,2.062802,0.209373,1.745251,0.370784,23.594744,2.091441,0.726285,3.932539,9,0.429899,342.123791,342.123791,684.247582,-4.237316,7,277.06,0.689143,6.163315,6,17.259294,4,3.310495,0.422522,0.777911,6.386879,4.784196,0.390298,3.833255,2.939507,-0.304019,0,87,1167,3.891086,0.581319,0.009845,6,5782.983471,6.188264,0.04517,4,1.058042,-0.219767,0.160633,0.509434,0.759199,0.002031,3.868915,0.151515,434.944444,27.601878,3.041837,0.006702,3.13648,194,-0.221265,493.260585,4.095656,11.299596,0.026267,17.762139,8.118509,6,3.115025,1.775788,0.682563,0
0,0,0,0,0,0,0,1.909626,0.735556,0,0,0,0,0.000002,7.787314,0,0,-0.030083,0.706352,0,1.911298,0.665472,1.819592,0,0.706352,-0.39619,-0.005014,0,1.360526,0,11.996186,0.181111,0.181111,0,0.194777,0,0,0,-0.066032,3.770376,1.804284,0,10.194282,1.913338,0.706352,0,1.421878,0,0,2,2,0.150946,4.035706,-0.269972,0.749,10.036149,3.771109,3.839453,-0.611428,0.720833,0.720833,82.693603,3.791014,0.000004,0,3.403509,0.692537,0.012985,3.766637,15.999292,0.166667,4,1.902849,3.853672,4.487961,1.399,2,0,0,0.065028,-1.595978,3.037475,10.194282,1.374,0,0.181111,3.80974,0,44.897342,3.766604,4.897738,0.094792,0,0.699187,2.49164,0,1.799939,0,8.298855,1.953597,0.720833,3.848102,9,0.483653,49.256385,49.256385,157.67824,-4.329177,2,19.04,0.756207,0,4,30.424212,0,2.982812,0,0.753197,0,4.487199,0,3.783401,2.747151,-0.377877,0,26,171,3.83293,0.26011,-0.070715,0,51.429168,0,0.079463,2,0.993979,0.877736,0,0.181818,1.647137,-0.019303,3.754201,0.263158,195.5,0.001027,2.697656,0,2.733948,0,0.771264,62.759949,0.52022,9.944582,0.059722,30.424209,2.845178,4,2.739721,1.815814,0.741451,0
0.480065,0,0,1,2.414907,2.811011,0,2.007508,2.173507,0.480065,1,0.480065,1,1.049075,9.247721,0.913336,0.090909,0.003616,0.480065,0,2.019709,0.603538,1.904384,0,0.568389,-2.013011,0.000021,2.835713,1.364723,0.424104,11.996126,-1.119102,-1.119102,2.538106,-0.380122,1,1,1,-0.011772,3.838278,1.872191,4.866326,15.883462,2.0342,1.048453,0.913661,0.114757,1,1,2,2,0.338062,5.123271,0.001359,0.61,11.391574,3.836563,3.91752,-0.132233,0.414692,0.414692,130.993827,3.860229,7.041106,2,1.965157,1.714554,-0.002437,3.712466,16.000821,0.552749,6,1.936848,3.952909,5.217865,2.368,1,1,1,0.035899,-3.351941,3.525814,25.390314,2.337,102,-1.119102,4.269572,114,98.26004,3.704917,1.606886,0.000736,9.506852,-0.156562,4.898504,0.34016,1.770611,0.500886,23.464485,2.031201,0.913661,3.855122,6,0.4439,410.628496,410.628496,821.256992,-8.048311,5,254.09,0.762157,5.605802,9,20.579432,3,3.472329,0.335455,0.853321,5.55296,5.135759,0.175479,3.735732,3.490865,-0.377864,0,76,861,3.819146,0.719386,-0.014214,13,7148.458499,5.451038,0.054011,4,1.911758,0.008263,0.314066,0.388889,1.135674,0.01015,4.190563,0.394737,510.555556,25.278984,3.135612,0.004129,3.348199,111,-0.018342,608.259469,3.410362,11.129598,0.019104,21.592022,7.212635,9,3.359867,1.806942,0.708168,0
0.425853,0,0,0,2.543171,0.244027,0,2.007176,1.202191,0.824621,1,0.398768,1,1.190551,11.867275,0,0.5,0.046736,0.398768,0,2.054819,0.673129,1.940268,0,0.425853,1.38279,0.001869,0.972467,1.693003,0.972467,11.999,-0.418945,-0.418945,1.014136,0.153575,1,1,3,0.055312,4.088119,1.955721,0,12.9301,1.892882,0.824621,0.972467,0.565877,1,1,2,2,0.244214,3.915254,0.098189,0.633,10.634859,3.966283,4.07555,0.363576,0.710679,0.710679,111.650479,4.733205,5.092906,2,4.134846,1.58618,0.003339,3.656533,34.968854,0.252237,5,1.744613,4.053726,5.011533,0.613,0,2,2,0.026751,-2.712079,3.043722,28.250556,0.58,103,-5.373276,3.569064,108,49.097081,3.675996,0.611953,0.012302,9.272689,0.175354,-0.876443,0.158486,1.514963,0.3429,17.728346,2.02534,1.379141,3.820963,11,0.428914,186.147628,186.147628,372.295256,-6.307934,4,109.1,0.547218,6.458338,7,11.014467,3,2.995646,0,0.69746,6.642487,4.925194,0,3.893363,2.793679,-0.288982,1,60,749,3.816436,0.61381,-0.134868,0,3409.76656,6.113682,0.045926,3,1.944403,0.080862,0.084375,0.517241,0.623242,-0.023583,3.915254,0.173913,324.080761,10.365027,2.629943,0.006173,2.746356,101,-0.103694,258.011162,2.380824,11.056983,0.037176,11.646999,5.003189,5,2.726193,1.537646,0.723729,0
0,0,0,5,0,2.221024,0,1.896516,0.359411,0,0,0,0,4.142375,14.475129,1.447938,0,-0.292552,0.179334,0,1.887923,0.693518,1.803198,0,0.457178,-5.865761,-0.001256,1.60285,1.277464,0.731415,11.996119,-1.207817,-1.207817,0,0.399752,0,0,2,-0.025175,3.943965,1.798983,0,31.713373,1.909786,0.898525,0.871435,6.180366,0,0,0,0,0.300105,5.012654,-0.05231,0.949,11.353237,3.953486,4.03265,-0.184495,0.78894,0.78894,223.519371,4.003471,14.044044,2,1.776526,2.07761,0.001532,3.631679,16.006386,0.687041,7,1.855413,4.034618,5.082014,3.055,2,0,0,0.023273,-4.787934,3.554796,31.713373,2.875,246,-2.235017,4.16988,246,97.087277,3.643217,4.495346,0.02368,0,0.06381,7.515476,0.58912,1.681996,1.086097,18.589476,1.987063,0.990984,3.782218,8,0.453107,371.789518,371.789518,743.579035,-12.987531,3,204.12,0.804689,6.22059,12,25.661083,0,3.544158,0.305512,0.723593,6.265301,5.024081,-0.440679,3.727914,4.238535,-0.39054,0,127,1687,3.77239,1.389621,-0.057772,8,11434.68539,6.137727,0.036633,3,2.981938,0.173536,0.428148,0.184211,1.21484,0.013868,4.993341,0.47619,936.055556,26.57374,3.200255,0.009285,3.387869,238,0.149876,494.443199,5.42254,12.013852,0.033258,28.561554,9.545189,12,3.37365,1.709568,0.741614,0
0.421946,0,0,0,2.799892,0,0,1.979978,1.20046,1.015732,0,0.264175,0,0.142857,10.629645,0,1.365408,0.219592,0.264175,0,1.973457,0.694118,1.866899,0,0.421946,0.223219,0.000994,1.069213,1.397918,0.494306,11.79,-0.357387,-0.357387,3.414991,-0.189672,0,0,0,0.00101,3.817913,1.843983,4.565198,5.043209,1.947258,1.015732,0.574906,0.150415,0,0,1,1,0.231771,3.85492,0.111111,0.474,12.097187,3.824006,3.906412,0.023267,0.595518,0.595518,85.194114,3.871294,8.340887,0,4.157895,1.472516,-0.00073,3.657221,15.995935,0.068041,8,1.8882,3.935105,4.628228,2.536,2,3,3,0.033741,-2.394612,3.567619,20.464795,2.507,82,-0.357387,4.849682,83,117.425122,3.660122,2.280142,0.000579,15.421586,-0.081576,1.705291,0.480978,1.696855,0.689236,17.842015,1.954068,0.595518,3.822862,22,0.478266,330.077269,330.077269,660.154538,-4.755498,1,37.07,0.81119,6.326149,7,22.861968,5,3.538666,0.309269,0.835569,6.552508,4.616525,0.933474,3.709986,3.308599,-0.276099,0,65,722,3.773744,0.135509,-0.063083,8,8645.665914,6.154858,0.055718,1,1.198305,0.013326,0.4025,0.071429,0.966853,0.004559,3.757075,0.675676,545.5,21.67826,3.22953,0.007278,3.394899,85,-0.023575,476.050634,2.665507,10.95705,0.022031,22.622798,6.406725,7,3.38693,1.74011,0.751198,0
0.201162,0,0,0,3.516158,0,0,1.966028,0,0.201162,1,0.201162,1,0,9.625828,0,0,-0.082074,0.201162,0,1.98095,1.266928,1.809826,0,0.201162,-0.184683,-0.000977,0,1.267034,0,11.89,0,0,0,0.118456,0,0,0,-0.002199,3.701769,1.763657,0,2.954728,1.996792,0.201162,0,0.559948,0,0,2,2,0.12635,3.516473,-0.117557,0.014,0,3.694716,3.826041,-0.059551,0,0,11.240741,3.719495,1.35435,1,1,0.623633,0.000858,3.52958,15.994919,0.166667,0,1.858887,3.880176,3.822462,1.568,0,1,1,0.037747,-1.037644,3.17629,9.371899,1.541,40,0.389415,5.578069,38,60.817616,3.530603,2.648277,0.004058,6.41717,0.103277,0.859259,0.131519,1.599677,0.126736,13.642739,2.009731,0.470062,3.761271,0,0.454265,122.784655,122.784655,245.56931,-2.118658,2,55.03,1.00203,3.663562,3,9.406693,2,3.09184,0.296806,1.698831,3.555348,3.745546,1.159695,3.588161,2.725909,-0.374811,0,35,354,3.701712,0.26011,-0.155465,8,1824.471756,3.713572,0.057122,2,0.529021,0.109903,0.065625,0.270833,1.433489,0.002675,3.192992,0.368421,226.361111,10.362201,2.824624,0.011716,2.910956,34,0.046129,176.808625,1.472137,10.216362,0.017565,8.981554,3.529621,3,2.935234,1.662849,0.719879,0
0,0,0,0,0,0,0,1.943887,1.811574,0,0,0,0,0,9.674195,0,0,-0.031258,0,0,1.948769,0.618909,1.86779,0,0,-0.501992,-0.000947,1.405128,1.341668,0.397305,11.89,-0.292031,-0.292031,0,-0.081059,0,0,0,-0.015212,3.823617,1.852358,0,5.360644,1.960781,0,0.579162,-0.974957,0,0,1,1,0.306056,3.38218,-0.095831,0.003,10.808245,3.822662,3.880389,-0.215463,0.540764,0.540764,38.907738,3.837853,2.525065,0,3.881356,0.346268,-0.001501,3.328635,15.995921,0.068041,4,1.591651,3.89439,4.517716,0.466,2,0,0,0.04838,-0.797989,2.878179,5.360644,0.486,9,-0.292031,4.049777,4,37.566705,3.312166,5.062731,-0.018055,0,-0.151869,1.101587,0,1.388701,0,10.309078,1.948274,0.614796,3.470484,11,0.473588,72.163544,72.163544,144.327089,-2.164589,1,14.02,0.684235,3.367296,2,5.940467,0,2.804582,0,1.276587,3.496508,3.827731,0,3.376839,2.270602,-0.277686,0,25,177,3.44606,0.164266,-0.075142,0,257.287968,4.394449,0.063063,1,0.49699,-0.25573,0,0.214286,0.823121,0.003965,3.046139,0.428571,145,9.11877,2.217121,0,2.6599,3,-0.213979,104.696791,0.870837,9.943909,0.030754,6.676942,2.567836,2,2.68176,1.438034,0.753717,0
0,0,0,0,0,0.933579,0,1.983159,1.985727,0,1,0,1,0,13.115106,0,0,-0.04444,0.397112,0,1.979918,0.577472,1.866303,0,0.397112,-0.42224,-0.000609,0.524899,1.678656,0.524899,11.95293,0.351108,0.351108,0.786644,0.041619,0,0,1,-0.005784,3.834781,1.836462,0,0,1.939077,0.397112,0.524899,-0.623744,0,0,2,2,0.323042,3.834361,-0.065218,0.003,0,3.828869,3.926872,-0.192106,0.487413,0.487413,40.202603,4.033561,4.941454,2,3.115033,0.814098,0.000362,3.684271,31.972072,0.139099,5,1.820063,3.96441,4.642802,1.665,1,0,0,0.029778,-1.11972,3.217091,14.694866,1.641,106,0.351108,5.065482,97,72.182199,3.677305,1.980912,-0.005424,12.087405,0.038771,0.884303,0.04965,1.696958,0.174497,22.757664,2.04718,0.541726,3.787946,16,0.449455,259.935359,259.935359,523.426279,-1.648589,4,119.05,0.887844,6.008813,4,12.765038,4,3.167219,0.313132,0.476487,6.167516,4.095634,0.922238,3.69152,2.848051,-0.422067,0,65,765,3.751821,0.23295,0.069101,7,2193.091015,5.976351,0.045686,3,0.632408,-0.180142,0.020633,0.44186,1.023791,-0.011425,3.574445,0.04,339.33642,18.070282,2.931015,0.002346,3.042923,95,-0.155797,341.931685,2.948036,11.04508,0.02702,12.54726,5.790902,4,3.107757,1.72727,0.705819,0
0.497958,0,0,0,2.76601,0.965644,0,1.925348,1.740783,1.362702,1,0.431493,1,0,9.936771,0,1.105209,0.017656,0.431493,0,1.928161,0.578202,1.812886,0,0.497958,-0.067825,0.000327,1.050116,1.57127,0.518807,11.85,-0.122891,-0.122891,6.072846,-0.142886,0,0,4,-0.001256,3.874747,1.794193,0,2.570143,1.911054,1.362702,0.531309,-1.07024,0,0,2,2,0.246343,3.702711,0.024709,0.374,12.195504,3.877591,3.945701,-0.023237,0.588297,0.588297,39.394737,3.910483,4.329638,2,3.535497,1.074133,-0.002598,3.640525,15.99492,0.358305,5,1.868574,3.971667,4.678799,1.141,2,3,3,0.033941,-1.676293,3.104792,14.980368,1.198,59,-0.122891,5.279261,53,59.708247,3.641763,2.228835,-0.019459,12.410225,-0.196331,1.497778,0.095254,1.691455,0.211841,17.4697,2.052027,0.588297,3.83748,15,0.442599,174.697,174.697,349.394,-3.155022,4,104.05,0.82689,5.509388,5,9.670584,4,3.033452,0.484434,0.808469,5.676754,3.91172,0.908025,3.695,2.725569,-0.301943,0,49,493,3.778963,0.567041,-0.029763,3,2688.162595,5.768321,0.053693,3,0.809547,-0.359994,0.073434,0.473684,0.787402,-0.01025,3.297017,0.227273,255.694444,12.997653,2.763106,0.009912,2.822408,55,-0.284297,251.834179,1.832823,10.679113,0.022191,10.197496,4.685617,5,2.809887,1.742625,0.697469,0
0.536376,0,0,1,2.419024,0,0,1.944924,1.584777,0.536376,1,0.536376,1,0.291683,10.995146,3.070088,0.083333,0.133542,0.536376,0,1.946077,0.532159,1.844787,0,0.536376,1.647869,0.002087,2.436687,1.559493,0.542467,11.998534,-0.101074,-0.101074,-0.920074,0.010834,0,0,0,0.025748,3.813594,1.825601,4.255544,10.554039,1.944734,0.536376,0.654738,-0.686034,0,0,2,2,0.265667,4.630279,0.129067,0.886,11.22592,3.80045,3.875387,0.277488,0.621747,0.621747,99.521449,4.025695,5.033285,2,3.546689,1.056135,0.000141,3.752943,31.972573,0.427158,7,1.903338,3.896205,4.776644,1.796,2,1,1,0.037472,-2.077048,3.253106,19.606186,1.799,64,-1.715352,4.469892,70,68.617697,3.756851,-1.715352,-0.00891,6.03243,0.008703,1.420739,0.207365,1.782314,0.207448,18.033953,2.028019,0.709416,3.866412,8,0.446716,234.441386,234.441386,468.882773,-4.941403,3,134.07,0.661665,5.866468,6,14.410782,2,3.216129,0.600212,1.124042,6.150603,4.720801,0.487994,3.812758,2.866787,-0.345497,0,55,589,3.841808,0.496481,-0.022223,3,3862.390206,5.587249,0.055997,3,1.345861,-0.096019,0.167191,0.477273,0.756564,-0.018445,3.902586,0.285714,338.592593,18.204449,2.894517,0.006038,3.029925,76,0.015152,344.367659,2.360764,10.754429,0.028857,14.688652,5.275208,6,3.021826,1.807599,0.712242,0
0,0,0,0,0,0,0,1.974442,0,0,0,0,0,0,10.624698,0,0,0.026848,0.244453,0,1.98692,1.079143,1.90477,0,0.244453,0.122252,0.000688,0,1.313118,0,11.996196,1.069444,0,0,0.060238,0,0,0,0.003135,3.870486,1.884954,0,2.489099,2.007527,0.244453,0,0.195844,0,0,1,1,0.114627,3.518277,0.094112,0.348,0,3.865087,3.923885,0.094256,0,0.392504,26.705159,3.864304,0.965489,0,2.952035,0.173134,0.000803,3.646328,15.997945,0.155502,0,1.698104,3.947801,4.261542,0.619,2,0,0,0.029962,-0.398994,2.841862,2.489099,0.615,20,-0.634722,5.995991,16,45.959115,3.631881,10.576447,0.002611,0,0.109801,0.336806,0.03125,1.532167,0.077239,11.011825,1.993635,0.409306,3.769656,6,0.444012,82.588684,82.588684,165.177368,-1.082294,2,46.01,0.974839,4.36469,1,7.065117,0,2.77182,0.277999,1.340601,4.176309,3.863451,1.167536,3.615282,2.424933,-0.40884,0,33,258,3.725632,0.311004,-0.152496,4,481.396946,4.473066,0.053668,2,0.248495,0.078517,0,0.342857,0.318287,-0.005419,3.067418,0.3125,235.583333,9.76831,2.548572,0,2.645815,12,0.084393,115.826994,0.779014,10.4711,0.028958,7.090704,2.59162,1,2.665925,1.570544,0.725927,0
0.220546,0,0,1,3.730605,0,0,2.051385,1.967096,0.220546,2,0.220546,2,0.125,14.798456,-2.719623,0.333333,0.259115,-0.215928,0,2.056621,0.695694,1.958103,0,0.220546,1.025632,0.000626,2.495263,1.455384,0.388708,11.85,0.416561,0.416561,0,0.041508,1,1,0,0.002477,3.978365,1.934169,5.089215,5.177917,2.054978,0.004618,0.595547,-0.105294,1,1,4,4,0.165594,4.132005,0.069965,0.63,12.595036,3.981141,4.052227,0.063061,0.527949,0.527949,67.731912,4.013043,12.705858,6,2.898984,1.247267,0.000096,3.885611,15.995937,0.673991,7,1.898643,4.081938,4.979839,2.852,3,1,1,0.022984,-2.075287,3.674359,18.706381,2.848,582,-0.957288,4.75092,721,125.163045,3.886409,2.690998,-0.000244,13.528464,0.010766,1.922751,0.526849,1.80495,1.288336,50.400378,2.12787,0.641241,3.993085,15,0.419515,709.782713,1058.407932,2116.815865,-4.237316,24,679.06,0.830818,7.779049,6,29.777241,4,3.622455,0.348718,1.045154,8.134174,4.384504,0.673661,3.914755,3.391172,-0.383948,0,169,3643,3.961795,1.45043,-0.017286,15,14269.43051,7.465083,0.036654,8,1.058042,-0.006219,0.452863,0.465116,0.898327,-0.002542,3.849932,0.040816,714.013889,47.377608,3.44672,0.005618,3.499767,886,-0.009501,1397.87082,10.089979,12.185548,0.025542,27.683638,14.405399,6,3.501811,1.825183,0.674119,0
0.649731,0,0,0,2.422342,0,0,1.907609,1.639462,0.649731,2,0.649731,2,0,9.084494,0,0.2,0.070488,0.649731,0,1.896156,0.576525,1.774962,0,0.649731,0.603448,0.001807,0,1.413591,0,11.998527,-0.247278,-0.247278,7.626721,0.126929,0,0,0,0.015473,3.733645,1.753677,4.099393,8.642756,1.875983,0.649731,0,0.112655,0,0,2,2,0.2544,3.76277,0.099467,0.003,11.738279,3.738052,3.835248,0.131464,0.622703,0.622703,43.916985,3.946055,2.182247,2,2.377224,1.101563,0.003526,3.529474,34.96938,0.185395,3,1.841869,3.857969,4.914238,1.023,1,1,1,0.040019,-1.752344,2.908738,17.163892,1.025,25,-0.313263,4.925477,25,42.407737,3.530656,0.643182,0.003129,6.000334,0.194037,2.154325,0.081633,1.614652,0.097222,13.466942,2.01548,0.866606,3.733533,10,0.458557,114.469003,114.469003,228.938006,-4.049301,2,52.06,0.700765,4.234107,5,7.583025,2,2.86013,0.403795,0.832256,4.369448,3.903867,0.69593,3.609072,2.608422,-0.350252,1,31,281,3.699617,0.203615,0.003901,4,2584.22392,4.143135,0.060271,2,1.235795,0.026588,0.04125,0.5,0.562832,-0.024316,3.260946,0.277778,179.918724,8.224285,2.562217,0.006173,2.737856,24,-0.144616,167.126752,1.080512,10.101231,0.027315,8.285421,3.316074,3,2.770964,1.654874,0.711034,0
0.304158,0,0,0,3.298947,1.76773,0,1.944822,1.795049,0.304158,1,0.304158,1,0,8.611565,0,0.111111,-0.075935,0.304158,0,1.944752,0.485479,1.826623,0,0.304158,-0.185412,-0.002712,0,1.508409,0,11.9,0.659871,0.659871,0,-0.053011,0,0,1,-0.006622,3.771325,1.805057,0,3.119458,1.933902,0.304158,0,0.185287,0,0,2,2,0.182283,3.455583,-0.146934,0.324,0,3.775585,3.860256,-0.123604,0.553494,0.553494,23.737548,3.814749,0.965489,1,3.177358,0.623633,-0.001152,3.552861,15.994919,0.185395,2,1.837991,3.884508,4.143814,0.883,0,1,1,0.039537,-1.037644,3.010363,8.902817,0.86,28,0.324111,4.205409,24,43.74386,3.548631,3.298947,0.004028,5.78336,-0.062438,-0.45377,0.037037,1.62038,0.111111,12.69543,2.031434,0.594247,3.755515,9,0.461334,95.215723,95.215723,190.431445,-2.118658,2,46.03,0.937902,4.691348,2,6.633412,2,2.929791,0.442258,0.799618,4.615121,3.681166,1.032543,3.586151,1.842255,-0.448731,0,28,265,3.696973,0.19002,0.157722,4,972.867065,4.744932,0.060269,2,0.529021,0.075186,0.025625,0.448276,1.890118,0.002681,2.925338,0.125,154.083333,9.76831,2.636198,0.012346,2.706008,20,0.183382,136.80125,1.107033,9.96463,0.010995,6.879954,3.021615,2,2.711555,1.674516,0.700682,0
0,0,0,0,0,0,0,1.934936,1.690724,0,0,0,0,0,9.608204,0,0,0.161634,0.512593,0,1.934498,0.795738,1.832634,0,0.519662,0.012104,0.001092,0,1.318708,0,11.89,-0.275038,-0.275038,0,0.607025,0,0,0,0.000082,3.782287,1.814596,0,11.0196,1.962662,1.032255,0,2.203963,0,0,2,2,0.294741,3.918866,0.113158,0.497,11.759659,3.784305,3.859536,0.001551,0.534555,0.534555,98.032509,3.815183,0.000094,0,2.434363,1.143036,0.003035,3.779933,15.997952,0.166667,6,1.928186,3.876776,4.780747,1.61,2,0,0,0.038051,-2.234627,3.608509,16.051666,1.521,46,-0.41202,4.754256,37,120.00243,3.781261,5.273346,0.01102,5.032066,0.314478,2.850216,0.250693,1.811335,0.548611,12.207724,1.942877,0.618331,3.872239,10,0.467184,138.425906,138.425906,476.101251,-5.365541,2,39.06,0.8177,4.779123,6,65.363829,2,3.553958,0.237171,0.775438,4.615121,4.780533,0.472675,3.808683,3.3741,-0.312138,0,58,518,3.853586,0.262892,-0.091543,9,5359.739608,4.844187,0.064202,2,1.274505,0.208943,0.226875,0.065934,0.859495,-0.01143,3.918859,0.641026,578.944444,0,3.331473,0.005834,3.409453,32,0.196523,196.273845,1.750344,10.860517,0.03254,65.363861,5.415047,6,3.423382,1.829994,0.755807,0
0.331352,0,0,1,2.744071,0,0,1.890577,2.126928,0.331352,0,0.331352,0,0.814325,12.227709,-0.454461,0,0.125149,0.331352,0,1.887451,0.68071,1.714235,0,0.568499,0.28334,0.003476,0.546551,1.580382,0.546551,11.997973,-0.918954,-0.918954,3.940585,-0.004816,0,0,0,0.007871,3.805804,1.680497,0,7.314556,1.878031,0.899851,0.546551,-0.962072,0,0,0,0,0.279712,3.848578,0.208821,0.715,11.271304,3.688206,3.782163,0.087754,0.398808,0.398808,86.50898,4.132343,0.793701,1,1.866667,0.570851,-0.000067,3.614782,31.97379,0.102062,3,1.559602,3.810674,4.883345,1.333,0,1,1,0.03671,-1.20115,3.127239,16.315585,1.287,20,-1.158252,4.720297,16,55.313354,3.617206,-1.158252,-0.013362,2.980298,-0.004018,-1.086706,0.130015,1.462634,0.209184,10.204958,1.935953,0.578691,3.699041,4,0.474269,91.844626,91.844626,183.689253,-2.916789,1,18.06,0.758006,3.688879,4,8.251282,1,3.114861,0.388737,0.988679,3.89182,4.77446,0.434617,3.723295,2.650291,-0.330157,0,29,225,3.694967,0.072169,-0.063847,3,3659.453602,3.89182,0.059387,1,1.02846,-0.148984,0.098765,0.142857,0.497245,-0.005186,3.67765,0.611111,296.464506,5.499538,2.661368,0,2.834456,14,-0.191564,137.401877,0.660782,10.290279,0.014074,8.5839,2.134641,4,2.805736,1.473361,0.755334,0
0.348427,0,0,0,3.337922,1.729236,0,2.004673,1.79851,0.348427,0,0.348427,0,0.066667,10.84626,0,0.467649,0.099674,0.348427,0,2.013635,0.757931,1.95096,0,0.707038,-0.420052,0.000785,1.268786,1.521575,0.563052,11.993248,-0.378749,-0.378749,0,-0.075591,0,0,2,-0.003307,3.928271,1.934103,3.144945,7.648372,2.027705,1.604392,0.705735,-0.951638,0,0,3,3,0.29472,3.965577,0.061359,0.593,12.286737,3.928819,3.989841,-0.052052,0.559982,0.559982,74.102151,3.961559,13.199034,1,6.389723,1.420401,-0.000485,3.860132,15.996941,0.401375,11,1.922695,4.014401,4.685096,1.978,6,1,1,0.029815,-2.474282,3.4084,19.216421,2.048,178,-0.378749,4.29681,187,94.337669,3.863334,3.337922,-0.0061,11.568049,-0.037883,3.248236,0.328546,1.835414,0.566893,23.255056,2.044343,0.707038,3.940625,16,0.447286,395.335954,395.335954,790.671908,-5.31961,5,247.07,0.794853,7.463363,7,19.624182,4,3.391702,0.320786,0.557017,7.811568,4.243335,0.664869,3.88395,3.242034,-0.315328,0,93,1265,3.919082,0.66187,-0.036915,4,6499.498072,7.182352,0.045781,4,1.306536,-0.096004,0.22125,0.354839,0.849738,-0.009373,3.901433,0.351351,478.861111,33.366503,3.113176,0.006293,3.206239,205,-0.068492,567.387602,4.651163,11.395998,0.026245,19.580926,8.551407,5,3.180618,1.850144,0.708199,0
