acname,acvalue
IC50,0.13
IC50,0.13
IC50,0.13
IC50,0.13
IC50,0.13
IC50,0.13
IC50,0.13
IC50,0.13
IC50,0.1297
IC50,0.128
IC50,0.128
IC50,0.12754
Ki,0.127
Ki,0.126
Ki,0.126
Ki,0.126
Ki,0.125
Ki,0.124
Ki,0.124
IC50,0.1236
Ki,0.123
IC50,0.123
EC50,0.123
EC50,0.123
Ki,0.123
IC50,0.123
Ki,0.122
EC50,0.122
Ki,0.122
Ki,0.122
Ki,0.121
Ki,0.121
EC50,0.121
Ki,0.121
IC50,0.12
EC50,0.12
IC50,0.12
IC50,0.12
IC50,0.12
EC50,0.12
IC50,0.12
IC50,0.12
Ki,0.12
Ki,0.12
Ki,0.12
IC50,0.12
IC50,0.12
IC50,0.12
Kd,0.12
IC50,0.12
IC50,0.12
IC50,0.119
IC50,0.119
IC50,0.119
IC50,0.119
Ki,0.119
IC50,0.118
Ki,0.118
IC50,0.116
IC50,0.116
IC50,0.116
IC50,0.116
Ki,0.116
Ki,0.116
IC50,0.116
Ki,0.115
EC50,0.115
IC50,0.11409
IC50,0.114
IC50,0.113
Kd,0.113
IC50,0.1122
IC50,0.1122
IC50,0.112
Ki,0.112
Ki,0.112
IC50,0.112
IC50,0.111
IC50,0.111
EC50,0.111
Ki,0.111
IC50,0.111
IC50,0.1103
IC50,0.11
IC50,0.11
Kd,0.11
Ki,0.11
IC50,0.11
IC50,0.11
IC50,0.11
EC50,0.11
EC50,0.11
IC50,0.11
IC50,0.11
EC50,0.11
EC50,0.11
IC50,0.11
IC50,0.11
Ki,0.11
IC50,0.11
IC50,0.11
IC50,0.11
IC50,0.11
IC50,0.11
IC50,0.11
IC50,0.10965
IC50,0.1095
IC50,0.109
IC50,0.108
Ki,0.108
IC50,0.108
IC50,0.1078
IC50,0.107
IC50,0.106
Ki,0.105
IC50,0.105
IC50,0.105
Ki,0.105
IC50,0.105
IC50,0.105
Ki,0.105
IC50,0.1049
IC50,0.104
IC50,0.103
IC50,0.103
Ki,0.103
Ki,0.103
IC50,0.103
IC50,0.103
EC50,0.102
Ki,0.102
IC50,0.101
IC50,0.101
Ki,0.101
IC50,0.101
IC50,0.1008
IC50,0.1001
IC50,0.1
EC50,0.1
EC50,0.1
EC50,0.1
EC50,0.1
EC50,0.1
EC50,0.1
EC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
Ki,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
IC50,0.1
Ki,0.099
IC50,0.099
Ki,0.099
IC50,0.099
Ki,0.099
Ki,0.099
IC50,0.099
IC50,0.09874
IC50,0.098
IC50,0.098
Ki,0.098
Ki,0.098
IC50,0.098
IC50,0.09772
IC50,0.0976
EC50,0.097
IC50,0.097
IC50,0.097
IC50,0.097
IC50,0.097
IC50,0.097
IC50,0.097
IC50,0.097
IC50,0.0968
Ki,0.096
Kd,0.096
Ki,0.096
Ki,0.096
IC50,0.0955
IC50,0.0955
EC50,0.095
Ki,0.095
Ki,0.095
IC50,0.095
IC50,0.09488
EC50,0.094
EC50,0.094
IC50,0.094
Ki,0.094
Ki,0.094
IC50,0.09327
Ki,0.093
IC50,0.0928
IC50,0.0927
IC50,0.0926
IC50,0.092
Ki,0.092
Ki,0.092
Ki,0.092
IC50,0.092
IC50,0.092
IC50,0.092
IC50,0.09147
IC50,0.0914
Ki,0.091
Ki,0.091
IC50,0.09
IC50,0.09
IC50,0.09
IC50,0.09
IC50,0.09
IC50,0.09
IC50,0.09
IC50,0.09
Kd,0.09
IC50,0.09
IC50,0.09
IC50,0.09
IC50,0.09
IC50,0.0896
IC50,0.089
IC50,0.089
IC50,0.088
IC50,0.088
Ki,0.088
IC50,0.088
IC50,0.088
IC50,0.0876
IC50,0.0874
Ki,0.087
IC50,0.087
Kd,0.087
EC50,0.087
Ki,0.087
Ki,0.087
IC50,0.08632
IC50,0.086
IC50,0.086
Ki,0.086
Ki,0.086
Ki,0.086
IC50,0.086
IC50,0.08553
IC50,0.08511
Ki,0.085
IC50,0.085
Ki,0.085
Ki,0.085
Ki,0.085
IC50,0.08496
IC50,0.084
IC50,0.084
Kd,0.084
Ki,0.084
IC50,0.08397
IC50,0.0834
IC50,0.083
IC50,0.083
IC50,0.083
IC50,0.083
Ki,0.083
Ki,0.083
IC50,0.083
IC50,0.083
IC50,0.082
EC50,0.082
Ki,0.082
Ki,0.082
Ki,0.082
Ki,0.082
IC50,0.081
IC50,0.081
IC50,0.081
IC50,0.0802
EC50,0.08
IC50,0.08
IC50,0.08
EC50,0.08
EC50,0.08
IC50,0.08
IC50,0.08
IC50,0.08
IC50,0.08
Kd,0.08
IC50,0.08
Kd,0.08
IC50,0.08
IC50,0.08
Kd,0.08
IC50,0.08
IC50,0.07943
IC50,0.0792
Ki,0.079
Ki,0.079
Ki,0.079
IC50,0.079
IC50,0.079
IC50,0.079
IC50,0.079
Ki,0.079
IC50,0.079
IC50,0.079
IC50,0.079
IC50,0.07862
IC50,0.078
Ki,0.078
IC50,0.077
Ki,0.077
IC50,0.077
EC50,0.0761
EC50,0.076
IC50,0.076
Ki,0.076
Ki,0.076
IC50,0.07586
IC50,0.075
EC50,0.075
EC50,0.075
Kd,0.075
Ki,0.075
IC50,0.075
IC50,0.075
EC50,0.075
IC50,0.07413
IC50,0.0741
IC50,0.074
Ki,0.074
Ki,0.074
IC50,0.073
IC50,0.07234
Kd,0.072
IC50,0.0719
IC50,0.071
IC50,0.071
IC50,0.071
EC50,0.071
IC50,0.071
IC50,0.071
IC50,0.071
Ki,0.071
Ki,0.071
IC50,0.0707
IC50,0.0706
IC50,0.0705
Ki,0.07
EC50,0.07
IC50,0.07
IC50,0.07
IC50,0.07
EC50,0.07
EC50,0.07
EC50,0.07
EC50,0.07
IC50,0.07
Ki,0.07
IC50,0.07
Ki,0.07
Ki,0.07
Ki,0.07
IC50,0.07
Kd,0.07
IC50,0.07
IC50,0.07
IC50,0.07
IC50,0.07
IC50,0.07
IC50,0.07
IC50,0.07
IC50,0.06918
Ki,0.069
Ki,0.069
Ki,0.069
IC50,0.0689
IC50,0.06815
Ki,0.068
EC50,0.068
IC50,0.068
IC50,0.068
EC50,0.068
Ki,0.068
Ki,0.068
Ki,0.068
Ki,0.068
IC50,0.068
IC50,0.06761
IC50,0.0671
EC50,0.067
IC50,0.067
Ki,0.067
IC50,0.067
IC50,0.0661
IC50,0.06607
IC50,0.06607
IC50,0.06607
IC50,0.066
IC50,0.066
Ki,0.066
IC50,0.066
IC50,0.066
IC50,0.066
IC50,0.0654
IC50,0.065
EC50,0.065
IC50,0.065
IC50,0.065
IC50,0.065
IC50,0.065
Ki,0.065
Ki,0.065
Ki,0.065
Ki,0.065
IC50,0.064
IC50,0.064
EC50,0.064
Ki,0.064
IC50,0.064
IC50,0.063
Ki,0.063
IC50,0.062
IC50,0.061
Ki,0.061
IC50,0.061
Ki,0.061
IC50,0.061
IC50,0.0608
IC50,0.06026
IC50,0.06
IC50,0.06
IC50,0.06
IC50,0.06
IC50,0.06
IC50,0.06
IC50,0.06
EC50,0.06
EC50,0.06
IC50,0.06
Ki,0.06
Ki,0.06
Ki,0.06
Kd,0.06
IC50,0.06
Kd,0.06
IC50,0.06
IC50,0.06
IC50,0.06
IC50,0.06
IC50,0.06
Kd,0.06
Kd,0.06
Kd,0.06
IC50,0.06
IC50,0.06
Kd,0.06
IC50,0.059
Ki,0.059
IC50,0.059
IC50,0.059
Ki,0.059
Ki,0.059
IC50,0.059
EC50,0.0584
IC50,0.0583
IC50,0.058
Ki,0.058
IC50,0.058
EC50,0.058
EC50,0.058
IC50,0.058
IC50,0.058
Ki,0.058
Ki,0.058
Ki,0.058
IC50,0.058
IC50,0.058
IC50,0.058
IC50,0.058
IC50,0.058
IC50,0.05754
IC50,0.05754
IC50,0.0571
Ki,0.057
Ki,0.057
IC50,0.057
EC50,0.057
Ki,0.057
Ki,0.057
IC50,0.0562
IC50,0.0561
IC50,0.056
IC50,0.056
IC50,0.056
IC50,0.056
IC50,0.056
IC50,0.056
IC50,0.056
EC50,0.056
IC50,0.056
Kd,0.056
Ki,0.056
Ki,0.056
Ki,0.056
Ki,0.056
Ki,0.056
Ki,0.056
Ki,0.056
Ki,0.056
IC50,0.056
IC50,0.0558
IC50,0.055
IC50,0.055
IC50,0.055
IC50,0.055
IC50,0.055
Ki,0.055
Ki,0.055
IC50,0.055
IC50,0.055
IC50,0.055
Kd,0.055
EC50,0.0547
IC50,0.0546
IC50,0.0546
Ki,0.054
IC50,0.054
IC50,0.054
IC50,0.054
Kd,0.054
Ki,0.054
IC50,0.054
IC50,0.054
IC50,0.0537
IC50,0.0532
Ki,0.053
IC50,0.053
EC50,0.053
Ki,0.053
IC50,0.053
Kd,0.053
EC50,0.053
Ki,0.053
IC50,0.0525
IC50,0.05248
IC50,0.0522
Ki,0.052
IC50,0.052
IC50,0.052
IC90,0.052
IC50,0.052
Ki,0.052
Ki,0.052
IC50,0.052
IC50,0.0514
IC50,0.0514
IC50,0.051
IC50,0.051
EC50,0.051
EC50,0.051
Ki,0.051
Ki,0.051
Ki,0.051
Ki,0.051
IC50,0.051
IC50,0.051
IC50,0.051
IC50,0.051
IC50,0.0507
IC50,0.05
IC50,0.05
IC50,0.05
Ki,0.05
Ki,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
EC50,0.05
IC90,0.05
Kd,0.05
Kd,0.05
Kd,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
Ki,0.05
Ki,0.05
IC50,0.05
IC50,0.05
Kd,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
Kd,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.05
IC50,0.0498
IC50,0.0498
IC50,0.0498
IC50,0.049
IC50,0.049
IC50,0.049
Kd,0.049
EC50,0.049
Ki,0.049
IC50,0.049
IC50,0.049
IC50,0.049
IC50,0.04898
IC50,0.0485
Ki,0.048
Ki,0.048
Ki,0.048
Ki,0.048
Ki,0.048
Ki,0.048
Ki,0.048
Ki,0.048
IC50,0.047
Ki,0.047
IC50,0.047
Ki,0.047
IC50,0.047
IC50,0.047
Ki,0.047
Ki,0.047
Ki,0.047
Ki,0.047
IC50,0.047
IC50,0.047
IC50,0.047
IC50,0.047
IC50,0.04677
IC50,0.04677
IC50,0.04612
IC50,0.046
IC50,0.046
IC50,0.046
IC50,0.046
IC50,0.046
IC50,0.046
IC50,0.046
IC50,0.046
EC50,0.046
Kd,0.046
IC90,0.046
Kd,0.046
IC50,0.0455
EC50,0.0455
IC50,0.045
Ki,0.045
Ki,0.045
Ki,0.045
IC50,0.045
IC50,0.045
IC50,0.045
EC90,0.045
IC50,0.045
EC50,0.045
IC50,0.045
IC50,0.045
IC50,0.045
Ki,0.045
IC50,0.045
IC50,0.045
IC50,0.0445
IC50,0.0443
IC50,0.044
Ki,0.044
IC50,0.044
IC50,0.044
IC50,0.044
Ki,0.044
Ki,0.044
Ki,0.044
Ki,0.044
Ki,0.044
IC50,0.044
IC50,0.044
IC50,0.0438
IC50,0.0438
IC50,0.0437
IC50,0.0434
Ki,0.043
EC50,0.043
IC50,0.043
Ki,0.043
Ki,0.043
Ki,0.043
IC50,0.043
IC50,0.0429
IC50,0.0426
IC50,0.04239
IC50,0.042
IC50,0.042
Ki,0.042
IC50,0.042
IC50,0.042
IC50,0.042
IC50,0.042
Kd,0.042
Kd,0.042
Ki,0.042
Ki,0.042
Ki,0.042
Ki,0.042
Ki,0.042
IC50,0.042
IC50,0.042
IC50,0.042
IC50,0.042
IC50,0.042
IC50,0.0419
IC50,0.04169
Ki,0.0415
Ki,0.041
Ki,0.041
Ki,0.041
IC50,0.041
IC50,0.041
IC50,0.041
IC50,0.041
Ki,0.041
Ki,0.041
Ki,0.041
Ki,0.041
IC50,0.041
IC50,0.041
IC50,0.04074
EC50,0.0406
IC50,0.0404
IC50,0.04012
IC50,0.04
IC50,0.04
IC50,0.04
IC50,0.04
IC50,0.04
IC50,0.04
EC50,0.04
IC50,0.04
IC50,0.04
IC50,0.04
IC50,0.04
IC50,0.04
IC50,0.04
Ki,0.04
Ki,0.04
Ki,0.04
Ki,0.04
Ki,0.04
Kd,0.04
Kd,0.04
IC50,0.04
Kd,0.04
Kd,0.04
Kd,0.04
IC50,0.04
IC50,0.04
IC50,0.04
IC50,0.04
IC50,0.03981
IC50,0.0398
IC50,0.0398
IC50,0.0397
IC50,0.03961
Ki,0.0396
IC50,0.0391
IC50,0.039
Ki,0.039
IC50,0.039
EC50,0.039
EC50,0.039
IC50,0.039
EC50,0.039
Ki,0.039
Kd,0.039
Ki,0.039
IC50,0.039
IC50,0.039
IC50,0.03802
Ki,0.038
Ki,0.038
IC50,0.038
IC50,0.038
IC50,0.038
IC50,0.038
IC50,0.038
Ki,0.038
IC50,0.038
IC50,0.0379
IC50,0.0375
IC50,0.03715
IC50,0.037
IC50,0.037
Ki,0.037
Ki,0.037
Ki,0.037
IC50,0.037
IC50,0.037
IC50,0.037
IC50,0.037
IC50,0.037
IC50,0.0365
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
EC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.036
IC50,0.0356
IC50,0.03552
IC50,0.03548
IC50,0.03548
IC50,0.03544
IC50,0.0354
IC50,0.0352
IC50,0.035
IC50,0.035
IC50,0.035
Ki,0.035
Ki,0.035
IC50,0.035
IC50,0.035
IC50,0.035
IC50,0.035
Kd,0.035
Ki,0.035
IC50,0.035
IC50,0.035
IC50,0.035
IC50,0.035
IC50,0.035
IC50,0.0346
IC50,0.0345
IC50,0.034
Ki,0.034
Ki,0.034
Kd,0.034
Kd,0.034
Ki,0.034
Ki,0.034
IC50,0.034
IC50,0.0339
IC50,0.03311
IC50,0.033
IC50,0.033
Ki,0.033
IC50,0.033
Ki,0.033
IC50,0.033
IC50,0.033
Kd,0.033
IC50,0.033
Ki,0.033
Ki,0.033
Ki,0.033
EC50,0.033
IC50,0.0324
IC50,0.0323
Ki,0.032
Ki,0.032
Ki,0.032
IC50,0.032
Ki,0.032
IC50,0.032
Ki,0.032
EC50,0.032
IC50,0.032
IC50,0.032
Kd,0.032
Ki,0.032
Ki,0.032
Ki,0.032
Ki,0.032
IC50,0.032
IC50,0.032
IC50,0.0319
IC50,0.03166
IC50,0.03162
IC50,0.0316
IC50,0.031
Ki,0.031
EC50,0.031
Ki,0.031
EC50,0.031
Ki,0.031
EC50,0.031
Ki,0.031
IC50,0.031
EC50,0.031
EC50,0.031
Kd,0.031
Ki,0.031
Ki,0.031
Ki,0.031
IC50,0.031
IC50,0.0306
IC50,0.0305
IC50,0.0303
IC50,0.0302
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
Ki,0.03
Ki,0.03
EC50,0.03
Ki,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
EC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
EC50,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
Kd,0.03
EC50,0.03
IC50,0.03
EC50,0.03
IC50,0.03
Ki,0.03
Ki,0.03
Kd,0.03
Kd,0.03
Kd,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
Kd,0.03
Kd,0.03
Kd,0.03
IC50,0.03
IC50,0.03
Kd,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
IC50,0.03
Kd,0.03
Kd,0.03
EC50,0.03
IC50,0.0298
IC50,0.0298
IC50,0.0298
IC50,0.02951
IC50,0.0295
IC50,0.0295
IC50,0.0295
IC50,0.0291
Ki,0.029
IC50,0.029
EC50,0.029
Ki,0.029
IC50,0.029
EC50,0.029
IC50,0.029
IC50,0.029
IC50,0.029
IC50,0.029
IC50,0.029
IC50,0.029
IC50,0.029
Ki,0.029
IC50,0.029
IC50,0.029
IC50,0.029
IC50,0.029
IC50,0.02884
IC50,0.0288
IC50,0.0285
IC50,0.02818
IC50,0.02818
IC50,0.02818
IC50,0.0281
EC50,0.028
Ki,0.028
EC50,0.028
IC50,0.028
IC50,0.028
Ki,0.028
Ki,0.028
Ki,0.028
IC50,0.028
IC50,0.028
IC50,0.028
IC50,0.028
IC50,0.0276
EC50,0.0272
IC50,0.0272
IC50,0.027
IC50,0.027
Ki,0.027
Ki,0.027
IC50,0.027
IC50,0.027
IC50,0.027
IC50,0.027
EC50,0.027
IC50,0.027
EC50,0.027
IC50,0.027
IC50,0.027
Ki,0.027
Ki,0.027
IC50,0.027
IC50,0.027
IC50,0.027
IC50,0.027
IC50,0.027
IC50,0.027
IC50,0.027
IC50,0.02692
EC50,0.0266
IC50,0.0262
IC50,0.026
IC50,0.026
Ki,0.026
Ki,0.026
IC50,0.026
IC50,0.026
IC50,0.026
Ki,0.026
EC50,0.026
EC50,0.026
EC50,0.026
IC50,0.026
Ki,0.026
Ki,0.026
IC50,0.026
IC50,0.026
IC50,0.026
IC50,0.0258
IC50,0.0258
IC50,0.0256
IC50,0.0256
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
Ki,0.025
Ki,0.025
Ki,0.025
EC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
EC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
Ki,0.025
Ki,0.025
Ki,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.025
IC50,0.0249
IC50,0.02477
IC50,0.0245
EC50,0.0244
EC50,0.0241
IC50,0.024
Ki,0.024
EC50,0.024
IC50,0.024
IC50,0.024
EC50,0.024
IC50,0.024
EC50,0.024
IC50,0.024
IC50,0.024
Ki,0.024
Ki,0.024
Ki,0.024
IC50,0.024
IC50,0.024
IC50,0.023
IC50,0.023
Ki,0.023
Ki,0.023
Ki,0.023
IC50,0.023
IC50,0.023
IC50,0.023
IC50,0.023
Ki,0.023
Ki,0.023
IC50,0.023
EC50,0.023
IC50,0.023
Ki,0.023
Ki,0.023
Ki,0.023
Ki,0.023
IC50,0.023
IC50,0.023
IC50,0.023
IC50,0.023
IC50,0.023
IC50,0.023
IC50,0.023
EC50,0.023
IC50,0.0226
IC50,0.02256
IC50,0.0224
IC50,0.0224
IC50,0.0221
Ki,0.022
EC50,0.022
Ki,0.022
IC50,0.022
IC50,0.022
IC50,0.022
IC50,0.022
EC50,0.022
IC50,0.022
EC50,0.022
EC50,0.022
EC50,0.022
IC50,0.022
IC50,0.022
Ki,0.022
Ki,0.022
Ki,0.022
Ki,0.022
Ki,0.022
Ki,0.022
Ki,0.022
Ki,0.022
IC50,0.022
IC50,0.022
Kd,0.022
Kd,0.022
IC50,0.022
IC50,0.022
EC50,0.022
IC50,0.02188
IC50,0.0218
IC50,0.0218
IC50,0.0217
IC50,0.0216
IC50,0.021
EC50,0.021
EC50,0.021
Ki,0.021
IC50,0.021
IC50,0.021
EC50,0.021
IC50,0.021
Ki,0.021
Ki,0.021
Ki,0.021
Ki,0.021
IC50,0.021
IC50,0.021
IC50,0.021
IC50,0.021
IC50,0.0209
IC50,0.02043
Kd,0.0203
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
Ki,0.02
EC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
Ki,0.02
EC50,0.02
EC50,0.02
EC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
EC50,0.02
EC50,0.02
EC50,0.02
EC50,0.02
EC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
Ki,0.02
Ki,0.02
Ki,0.02
Ki,0.02
Ki,0.02
Kd,0.02
Kd,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
Kd,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.02
IC50,0.0198
IC50,0.0198
EC50,0.0197
IC50,0.0191
IC50,0.019
Kd,0.019
IC50,0.019
Ki,0.019
Ki,0.019
Ki,0.019
Ki,0.019
IC50,0.019
IC50,0.019
IC50,0.019
IC50,0.019
IC50,0.019
IC50,0.019
IC50,0.019
Ki,0.019
Ki,0.019
Ki,0.019
Ki,0.019
Ki,0.019
Ki,0.019
IC50,0.019
IC50,0.019
IC50,0.019
IC50,0.019
IC50,0.019
IC50,0.0189
IC50,0.0187
EC50,0.0186
IC50,0.0186
EC50,0.0185
Ki,0.0184
EC50,0.0181
IC50,0.018
Ki,0.018
EC50,0.018
Ki,0.018
EC50,0.018
EC50,0.018
EC50,0.018
IC50,0.018
IC50,0.018
IC50,0.018
IC50,0.018
IC50,0.018
IC50,0.018
EC50,0.018
IC50,0.018
IC50,0.018
IC50,0.018
EC50,0.018
IC50,0.018
Ki,0.018
Ki,0.018
Ki,0.018
Ki,0.018
IC50,0.018
IC50,0.018
IC50,0.018
IC50,0.018
IC50,0.018
EC50,0.0179
IC50,0.0179
IC50,0.0179
IC50,0.0177
IC50,0.0176
IC50,0.01733
IC50,0.017
Ki,0.017
Ki,0.017
Ki,0.017
Ki,0.017
EC50,0.017
IC50,0.017
IC50,0.017
IC50,0.017
Ki,0.017
IC50,0.017
IC50,0.017
Ki,0.017
Ki,0.017
IC50,0.017
IC50,0.017
EC50,0.017
IC50,0.017
Ki,0.017
Ki,0.017
IC50,0.017
IC50,0.017
IC50,0.017
IC50,0.017
IC50,0.017
EC50,0.017
IC50,0.01698
IC50,0.0169
EC50,0.0169
IC50,0.01675
IC50,0.0167
EC50,0.0166
IC50,0.01622
IC50,0.016
IC50,0.016
EC50,0.016
EC50,0.016
Ki,0.016
EC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
Ki,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
EC50,0.016
EC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
IC50,0.016
Ki,0.016
Ki,0.016
Ki,0.016
Ki,0.016
Ki,0.016
IC50,0.016
Kd,0.016
EC50,0.016
IC50,0.0158
Ki,0.0158
IC50,0.0158
IC50,0.0158
Kd,0.0157
IC50,0.0157
IC50,0.0156
IC50,0.0155
IC50,0.01549
EC50,0.0154
EC50,0.0152
IC50,0.0152
IC50,0.0152
IC50,0.01504
Ki,0.015
IC50,0.015
IC50,0.015
IC50,0.015
Ki,0.015
Ki,0.015
Ki,0.015
EC50,0.015
EC50,0.015
Ki,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
EC50,0.015
IC50,0.015
IC50,0.015
Kd,0.015
EC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
Ki,0.015
Ki,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
Kd,0.015
IC50,0.015
IC50,0.015
IC50,0.015
IC50,0.015
EC50,0.015
IC50,0.0147
Ki,0.0143
IC50,0.0142
IC50,0.014
Ki,0.014
IC50,0.014
IC50,0.014
EC50,0.014
IC50,0.014
EC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
IC50,0.014
Ki,0.014
EC50,0.014
IC50,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
Ki,0.014
IC50,0.014
Kd,0.014
IC50,0.014
IC50,0.014
EC50,0.0139
IC50,0.0138
IC50,0.0137
IC50,0.0137
IC50,0.0133
IC50,0.0133
IC50,0.0131
IC50,0.013
IC50,0.013
IC50,0.013
Ki,0.013
EC50,0.013
Ki,0.013
Ki,0.013
EC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
Ki,0.013
EC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
EC50,0.013
IC50,0.013
Ki,0.013
Ki,0.013
Ki,0.013
Ki,0.013
IC50,0.013
IC50,0.013
IC50,0.013
IC50,0.013
EC50,0.013
EC50,0.013
IC50,0.0126
Ki,0.0125
EC50,0.0124
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
Ki,0.012
IC50,0.012
Ki,0.012
EC50,0.012
EC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
EC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
Ki,0.012
EC50,0.012
EC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
Ki,0.012
IC50,0.012
IC50,0.012
IC50,0.012
Ki,0.012
Ki,0.012
Ki,0.012
Ki,0.012
Ki,0.012
IC50,0.012
IC50,0.012
IC50,0.012
IC50,0.012
EC50,0.012
IC50,0.0119
EC50,0.0118
Ki,0.0117
EC50,0.0117
IC50,0.0114
IC50,0.0114
Ki,0.0112
IC50,0.0112
Ki,0.011
Ki,0.011
Ki,0.011
Ki,0.011
Ki,0.011
IC50,0.011
EC50,0.011
IC50,0.011
IC50,0.011
IC50,0.011
Ki,0.011
EC50,0.011
EC50,0.011
Ki,0.011
IC50,0.011
IC50,0.011
IC50,0.011
IC50,0.011
IC50,0.011
Ki,0.011
Ki,0.011
Ki,0.011
Ki,0.011
IC50,0.011
Kd,0.011
Kd,0.011
IC50,0.011
IC50,0.011
IC50,0.01096
IC50,0.0109
IC50,0.01084
IC50,0.0108
EC50,0.0108
IC50,0.0108
Ki,0.0106
Ki,0.0106
