maxHssNH,maxsF,nHBint8,SsF,minssNH,minHBint4,minsF,n6HeteroRing,minHssNH,SpMin1_Bhp,mindsCH,SHssNH,SpMin1_Bhe,nT6HeteroRing,MDEO-11,BCUTp-1h,minHBint8,SHCsatu,GATS1s,minHBd,nF,SpMin1_Bhi,nsF,MDEN-22,maxHBd,SpMin1_Bhv,minHBint2,minHCsatu,nHBint4,ATSC8c,AATSC0i,mindsN,ATSC8e,AATSC8c,maxHCsatu,maxHdsCH,MATS8c,minwHBa,ndssC,nT10HeteroRing,nF10HeteroRing,SM1_Dzi,mindssC,BCUTw-1l,BCUTc-1h,SpMax1_Bhv,ATSC6e,SpMax2_Bhm,SpMax1_Bhp,SHBd,SpMax3_Bhs,SpMin1_Bhm,mindO,BCUTw-1h,n6Ring,nT6Ring,AATSC8e,MATS8e,nT10Ring,nF10Ring,ATSC0s,SM1_Dzp,nHeteroRing,ATSC6c,WTPT-4,nHssNH,nssNH,maxHother,SpMax1_Bhm,MDEC-33,SpMax1_Bhe,MLFER_A,C3SP2,SpMax1_Bhi,BCUTp-1l,WTPT-5,piPC9,SCH-6,MLFER_BO,piPC10,nN,nTRing,nAtomP,MLFER_BH,ATSC0i,SpMax2_Bhp,SpMin2_Bhp,SpMax1_Bhs,minHCsats,fragC,AATSC6c,SM1_Dzv,MATS6c,SpMax2_Bhs,ASP-7,SpMax8_Bhs,MPC9,SpMax_Dt,EE_Dt,SpAD_Dt,GGI7,GGI8,nssCH2,SpMax5_Bhi,minHdsCH,WTPT-3,MPC10,SpMax4_Bhs,SHdsCH,TPC,GATS1e,SpDiam_Dt,JGI10,ASP-1,GATS3s,SpMax7_Bhs,R_TpiPCTPC,SpMax6_Bhs,ATS3s,SpMAD_Dt,gmin,SM1_Dze,SpMax5_Bhe,nHBAcc2,MATS1s,nRing,SP-6,BCUTc-1l,TpiPC,MATS6s,hmax,ATS4s,SM1_Dzs,SP-7,nX,SpMax2_Bhi,WTPT-2,MDEC-23,SpMax6_Bhm,SpMax5_Bhv,RotBtFrac,MPC8,MATS6e,MPC5,SP-5,ATSC7e,minHBa,SpMin2_Bhe,ASP-6,nBondsD2,SpMax2_Bhv,nBondsS3,ATSC8m,minssCH2,GGI9,AATSC6e,MIC0,VCH-6,SpMax6_Bhp,ATS8m,AATSC0m,AVP-7,MPC4,MWC9,MPC7,minHother,nHBAcc,nFRing,SpMin5_Bhp,ETA_Epsilon_3,piPC8,SpMax5_Bhp,MLFER_S,SpMax2_Bhe,SpMin8_Bhp,ASP-5,SP-4,ETA_Psi_1,ETA_dPsi_A,AVP-6,nHCsatu,SM1_Dzm,AVP-5,VR1_Dzs,ATS8s,SpMin2_Bhi,VP-7,SRW10,AATSC7e,MWC8,IC2,SP-3,VP-5,ASP-3,nwHBa,ETA_Shape_P,SpMin2_Bhv,ATS7s,SRW8,IC3,ATSC0e,ndsN,MPC3,ATS6i,SC-5,MWC5,WPOL,SpMax3_Bhp,minsssN,VR3_Dzp,VR3_Dze,ATS6e,VR3_DzZ,VR3_Dzm,ETA_Eta_L,SpMax4_Bhi,VCH-7,nHBa,ASP-2,SpMin5_Bhv,AATS8m,VR3_Dzi,ndsCH,nHdsCH,MWC7,SpMin8_Bhe,SpMax8_Bhi,SpMin5_Bhi,ASP-0,AATSC0v,MPC6,MDEN-23,MATS8m,VR2_Dze,ATS6p,MWC10,AATSC8m,MATS7e,SpMin8_Bhv,TSRW,SpMin7_Bhm,ATS3i,ECCEN,TIC5,IC0,ETA_BetaP_s,ATS2e,SpMax3_Bhv,ATS6s,SpMin3_Bhm,Mare,SpMax7_Bhp,VR1_D,Inhibitor
0.575452,14.670505,6,14.670505,2.54232,0.835349,14.670505,4,0.328577,2.020569,1.286681,0.90403,1.9004,4,0.29516,10.619707,0.513099,1.373538,0.492266,0.328577,1,1.878023,1,1.072971,0.575452,2.012003,6.958181,0.585248,3,0.526808,1.943447,4.092352,3.269936,0.004021,0.78829,0.642749,0.259527,-0.596923,10,1,1,2.224603,-0.596923,11.9,0.252665,3.857647,-3.232522,3.830745,3.851597,0.90403,4.828396,1.983238,12.09167,18.998409,5,5,0.024961,0.262251,1,1,140.453704,-8.354178,4,-0.490952,7.741474,2,2,0.642749,3.909142,9.991789,3.942882,0.324,3,3.972865,4.796178,19.196433,6.685861,0.392326,3.665,6.956545,6,6,9,3.683,116.606826,3.7373,1.969707,5.076173,0.481581,331.1,-0.003295,-3.659591,-0.212645,4.834567,0.030623,3.493873,187,435.170577,435.170577,870.341154,0.663194,0.501386,8,3.476058,0.533025,29.499933,199,4.809421,4.097462,1244,0.623473,627.039492,0.005466,0.436104,0.762687,3.662417,3.36254,3.844282,509.277778,24.86689,-0.596923,1.900562,3.408742,10,-0.003626,5,5.918065,-0.286789,8.339023,-0.199221,0.78829,604.722222,4.529905,4.470922,1,3.908599,2.066829,28.210497,3.238527,3.240531,0.179487,164,-0.227932,123,9.206434,2.33021,1.561576,1.805199,0.047345,11,3.749665,28,1391.334713,0.305536,0.36125,-0.021695,16.824077,0.157071,3.080801,7807.210478,35.893718,0.007713,96,11.398221,146,0.533025,9,1,1.573814,0.44433,6.403574,3.23815,4.035,3.870204,1.228597,0.074849,11.091589,0.53393,0.18036,0.014137,2,1.970587,0.026513,503.57454,430.277778,1.773395,1.126036,10.538184,0.016182,10.514584,4.748825,13.579181,3.261092,0.181056,17,0.07943,1.957802,477.388889,8.866582,5.240224,5.710868,2,75,24518.16623,0.68329,7.865188,60,3.711126,1.561576,21.187279,21.42005,1165.311048,21.418312,21.418428,8.69331,3.720541,0.177205,8,0.277709,1.573488,59.597027,21.450007,7,7,9.630169,1.018928,3.072481,1.301569,0.696092,47.557381,125,1.070097,0.295898,12.99632,190.582863,12.283372,10.620876,0.170013,1.283944,10.749828,1.303166,24571.75669,1079,326.413436,1.699266,0.67143,885.963972,3.720785,473.388889,1.874838,1.003467,2.972604,493.485902,1
0.576522,14.682371,6,14.682371,2.48157,0.83469,14.682371,4,0.329647,2.020716,1.267936,1.45052,1.900435,4,0.573108,10.619944,0.503795,1.379475,0.496068,0.329647,1,1.878069,1,1.035705,0.576522,2.012095,6.111979,0.587623,5,0.351334,1.922845,4.182136,2.006415,0.002662,0.791852,0.650694,0.156685,-0.620299,11,1,1,2.397737,-0.620299,11.9,0.248445,3.857683,-1.940944,3.833088,3.851625,1.45052,4.861035,1.983276,11.227994,18.998409,5,5,0.0152,0.143973,1,1,165.687614,-9.436473,4,-0.361633,10.26131,3,3,0.650694,3.9092,10.602984,3.942972,0.926,4,3.972888,4.434048,19.151473,6.670766,0.373597,3.993,6.945051,6,6,10,3.995,117.293522,3.738046,1.972284,5.108542,0.483747,340.11,-0.002333,-4.058585,-0.137346,4.875128,0.030293,3.599258,191,451.796554,451.796554,903.593108,0.725694,0.513731,8,3.476415,0.569731,31.974812,207,4.84089,3.71578,1282,0.63695,652.516224,0.005971,0.435047,0.784096,3.672382,3.23869,3.854447,540.055556,25.099809,-0.620299,2.149057,3.410221,11,-0.009131,5,6.28311,-0.286831,8.331586,-0.078413,0.791852,640.166667,5.243825,4.544002,1,3.909547,2.061024,29.707804,3.255652,3.240668,0.175,168,-0.118608,127,9.423407,2.275315,1.528287,1.805878,0.047963,11,3.750946,29,1075.033807,0.260417,0.388125,-0.012522,17.438634,0.156282,3.081519,8207.941076,36.352068,0.007644,98,11.43177,150,0.569731,10,1,1.574243,0.444,6.390241,3.23766,4.398,3.873174,1.228597,0.0742,11.243285,0.51978,0.19451,0.01383,2,2.219852,0.02622,1842.627131,464.111111,1.775157,1.146578,10.573648,0.015271,10.548311,4.736821,13.989865,3.329967,0.181687,17,0.09801,1.959432,500.388889,8.90232,5.209426,6.440149,1,77,25590.78012,0.68329,7.897668,62,3.713912,1.528287,21.593921,22.801044,1214.722248,22.771842,22.776828,8.92088,3.724819,0.186632,10,0.278874,1.573527,62.181372,22.232917,6,6,9.663389,1.018928,3.072481,1.301356,0.70093,46.804804,131,1.012599,0.224037,15.644265,193.568767,12.317216,8.144196,0.14464,1.285229,10.78529,1.300489,25117.19767,1163,325.774978,1.738892,0.67361,906.438524,3.726146,530.888889,1.872181,1.009967,2.979901,546.186704,1
0.571687,14.776825,7,14.776825,2.552307,0.82902,14.776825,3,0.324812,2.020712,1.296274,1.313866,1.900824,3,0.29516,10.619922,0.514871,1.375814,0.492186,0.324812,1,1.878468,1,1.002073,0.571687,2.012257,6.937163,0.586223,3,0.522962,1.919341,4.208554,2.721233,0.003534,0.789591,0.640096,0.244855,-0.591585,12,1,1,2.224603,-0.591585,11.9,0.248372,3.882605,-2.934579,3.902576,3.879775,1.313866,4.812161,1.983582,12.134547,18.998409,5,5,0.018387,0.206282,1,1,141.048718,-8.354178,4,-0.477507,7.755506,3,3,0.640096,3.918348,12.094726,3.954604,0.695,5,3.982131,4.797868,19.241159,6.872128,0.524972,3.68,7.127694,6,8,12,3.727,124.757141,3.850663,1.972008,5.057963,0.482486,443.1,-0.002929,-3.659591,-0.202999,4.81967,0.030104,3.492554,221,525.097346,525.097346,1050.194692,0.697952,0.51022,8,3.490112,0.507777,29.558721,243,4.793806,4.46119,1480,0.639967,750.321771,0.005853,0.429636,0.76303,3.656788,3.543919,3.838531,536.333333,27.636702,-0.591585,1.900562,3.447362,10,-0.009742,6,7.07678,-0.286809,8.565221,-0.164829,0.789591,646.5,4.365306,5.388534,1,3.965896,2.081345,34.417166,3.282275,3.310289,0.162791,202,-0.201984,142,10.308645,1.35395,1.585135,1.846251,0.046558,12,3.856338,31,780.471531,0.317354,0.399059,-0.018004,16.290503,0.204395,3.225066,8720.240107,35.375557,0.007521,112,11.566855,179,0.507777,9,2,1.574182,0.44615,6.723832,3.300135,4.325,3.93708,1.295394,0.072596,12.648026,0.54561,0.16868,0.013773,2,1.970587,0.026077,492.358291,463.722222,1.827664,1.346215,10.67607,0.008624,10.676854,4.785744,15.259595,3.702894,0.177437,20,0.0727,1.962536,517.888889,8.997023,5.314676,5.793694,1,86,26669.58113,0.766623,8.005367,66,3.734099,1.585135,23.354372,23.877023,1268.931984,23.891647,23.888906,9.51363,3.766067,0.242534,9,0.272582,1.573799,58.920541,24.776701,8,8,9.785661,1.066358,3.159786,1.31261,0.690133,48.151337,152,0.968444,0.149071,14.095295,207.651597,12.457947,5.273456,0.096752,1.285229,10.901266,1.372874,26655.32521,1273,355.453908,1.664636,0.67105,967.218112,3.745693,516.888889,1.89361,0.999508,3.042055,571.791758,1
0.574275,14.702495,6,14.702495,2.544277,0.832996,14.702495,3,0.3274,2.019815,1.286531,0.901675,1.900151,3,0.29516,10.619361,0.51114,2.258881,0.50266,0.3274,1,1.877831,1,1.310371,0.574275,2.011398,6.953938,0.586054,3,0.493583,1.858972,4.196078,3.220646,0.003247,0.883609,0.642315,0.212014,-0.598983,10,1,1,2.172488,-0.598983,11.9,0.248345,3.857444,-3.665353,3.823816,3.851442,0.901675,4.815924,1.983026,12.109074,18.998409,5,5,0.021188,0.214655,1,1,144.135043,-8.918291,3,-0.430904,10.776997,2,2,0.642315,3.908598,9.418436,3.942317,0.324,3,3.972216,4.793409,16.144969,6.665684,0.392326,3.603,6.903747,5,6,9,3.584,120.833148,3.735421,1.959761,5.068476,0.482342,349.1,-0.002762,-3.739261,-0.180344,4.828271,0.031651,3.494341,185,477.765741,477.765741,955.531482,0.611111,0.496599,9,3.487198,0.497355,29.483951,197,4.802525,4.454423,1241,0.653666,690.15833,0.005686,0.43881,0.832214,3.660043,3.258662,3.841854,539.055556,25.825175,-0.598983,2.008794,3.440643,10,-0.006892,5,6.08168,-0.336483,8.305237,-0.192731,0.883609,609.055556,4.559164,4.557753,1,3.896261,2.063212,28.857705,3.274579,3.265094,0.219512,160,-0.23803,123,9.398073,1.449126,1.56121,1.800386,0.048653,11,3.746707,30,592.132726,-0.077401,0.379375,-0.023496,16.550814,0.164301,3.165799,8676.369306,36.266985,0.00791,96,11.379954,144,0.497355,9,1,1.585278,0.44369,6.37332,3.252395,4.047,3.861094,1.228597,0.076407,11.300101,0.53362,0.18067,0.014359,3,2.077352,0.027035,483.578131,484.444444,1.772338,1.139063,10.53191,0.010063,10.50334,4.761227,14.001951,3.325279,0.184236,18,0.0751,1.948067,511.444444,8.875007,5.303062,6.416115,1,76,25931.51015,0.608691,7.877397,61,3.729375,1.56121,22.63042,23.190314,1231.925312,23.207438,23.20314,9.35295,3.773311,0.177877,9,0.282025,1.580196,57.081377,23.623001,8,8,9.625954,1.018928,3.105809,1.318469,0.696688,48.243597,125,0.664468,0.107415,14.249682,193.035015,12.259125,3.89561,0.101949,1.285229,10.747165,1.372874,26316.8508,1261,357.453908,1.674713,0.66216,957.804596,3.728581,513.944444,1.899091,1.000308,3.010689,545.880674,1
0.577874,14.653914,6,41.981569,2.526418,0.836243,13.209189,3,0.330999,2.022174,0.830962,0.908874,1.9014,3,0.1,10.619917,0.506283,1.379571,0.489065,0.330999,3,1.87878,3,1.310371,0.577874,2.013697,6.980826,0.587703,3,0.620785,2.621255,4.174572,2.952676,0.005217,0.791868,0.740971,0.365142,-0.65642,11,1,1,2.533626,-0.65642,11.9,0.248267,3.858481,-3.213327,3.857343,3.852297,0.908874,5.056257,1.984326,12.080177,19.000419,5,5,0.024812,0.191334,1,1,186.675141,-10.750112,3,-0.328739,5.162658,2,2,0.740971,3.910653,10.869794,3.944385,0.324,3,3.974745,4.030238,16.214366,6.755769,0.358305,2.639,7.057898,5,6,9,2.635,154.65405,3.778475,1.981934,5.142641,0.483826,331.1,-0.002149,-4.034591,-0.150393,5.108541,0.030049,3.667535,197,438.943416,438.943416,877.886832,0.645833,0.505165,8,3.473236,0.570601,29.009244,215,4.861035,3.838266,1299,0.578771,632.560671,0.005536,0.433382,0.790994,3.677871,3.428791,3.854451,537.722222,25.082481,-0.65642,2.138805,3.403703,10,-0.005225,5,6.252526,-0.286768,8.401782,-0.164273,0.791868,654.722222,4.981635,4.537335,3,3.929726,2.063882,30.380364,3.191981,3.233058,0.205128,172,-0.161952,127,9.310469,0.168848,1.529558,1.835193,0.047368,10,3.788568,29,763.275164,0.276015,0.388125,-0.021002,17.855441,0.156282,3.044072,8145.125813,38.043386,0.007881,99,11.439333,151,0.570601,7,1,1.571439,0.44433,6.467699,3.232829,3.384,3.891856,1.228597,0.073311,11.338231,0.5107,0.20359,0.014073,2,2.314399,0.026413,460.238482,496.055556,1.805806,1.190068,10.578191,0.001279,10.553858,4.637152,13.545565,3.354412,0.178231,17,0.0951,1.972151,464.388889,8.897135,5.204677,7.651199,1,76,25727.49386,0.655106,7.889459,61,3.730899,1.529558,21.232644,21.446045,1204.366592,21.450212,21.452253,8.88026,3.688192,0.193726,9,0.278145,1.571481,68.446435,21.634887,6,6,9.663516,1.018928,3.072481,1.296978,0.700753,47.207958,132,0.664468,0.168599,13.093204,183.323675,12.329657,6.414077,0.009864,1.240568,10.787586,1.294764,24857.49331,1075,317.07594,1.738575,0.66429,882.7978,3.741669,506.722222,1.884969,1.01661,2.918368,502.420098,1
0.573664,14.766443,6,14.766443,2.545897,0.831972,14.766443,3,0.326789,2.016249,1.288869,0.900454,1.898533,3,0.29516,10.622544,0.516975,1.37749,0.488794,0.326789,1,1.876463,1,1.453171,0.573664,2.008191,6.9511,0.586755,3,0.312021,1.939264,3.892076,2.22356,0.002197,0.790735,0.735309,0.137922,-0.600051,10,1,1,2.449853,-0.600051,11.9,0.248395,3.857232,-4.375473,3.825904,3.851292,0.900454,4.867548,1.981095,12.117018,18.998409,4,4,0.015659,0.164232,1,1,142.602599,-8.87236,4,-0.636609,7.745096,2,2,0.735309,3.908082,9.991789,3.941832,0.324,4,3.971757,4.818848,22.188285,6.669498,0.308992,3.84,6.940222,7,6,9,3.895,120.234354,3.735042,1.929214,5.124966,0.482937,340.11,-0.003906,-3.978915,-0.245145,4.874462,0.031069,3.515265,189,464.236176,464.236176,928.472352,0.671946,0.499882,9,3.478988,0.566638,32.495619,203,4.851273,3.897882,1262,0.637098,668.517091,0.005277,0.437701,0.747883,3.677364,3.291601,3.859577,519.444444,25.790899,-0.600051,2.040825,3.412626,11,0.006063,5,6.228262,-0.286802,8.332068,-0.237864,0.790735,654.388889,5.043643,4.536038,1,3.902138,2.066456,29.007702,3.252423,3.243457,0.175,167,-0.281537,123,9.339894,1.736896,1.581984,1.794694,0.048281,11,3.74695,29,927.513907,0.292498,0.365625,-0.026843,17.051447,0.101471,3.086871,8369.192086,36.10444,0.008105,97,11.397885,146,0.566638,10,1,1.693064,0.444,6.401917,3.241002,4.168,3.864071,1.215426,0.075934,11.305665,0.52797,0.18632,0.015437,2,2.113087,0.027161,541.171109,465.694444,1.766771,1.183333,10.517889,0.011352,10.517186,4.942437,13.820763,3.340818,0.181852,16,0.07752,1.919106,526.055556,8.858369,5.405809,5.91145,3,76,27089.94494,0.68329,7.876638,64,3.671075,1.581984,21.848257,22.114968,1282.601688,22.112229,22.112613,9.08646,3.719588,0.124405,8,0.279063,1.696087,58.937972,22.109248,6,6,9.635673,0.983268,3.198871,1.408358,0.696398,47.083153,129,1.371393,0.180914,12.929708,203.182187,12.280164,6.531788,0.119064,1.196626,10.736375,1.289884,25726.33758,1105,343.160171,1.71687,0.68056,919.372776,3.689192,528.555556,1.826618,1.005097,3.01342,498.21802,1
0.569916,14.740784,6,14.740784,2.550846,0.824028,14.740784,3,0.323041,2.021797,1.299682,0.892957,1.904337,3,0.29516,10.620151,0.52099,2.028724,0.499245,0.323041,1,1.882238,1,1.310371,0.569916,2.015238,6.907123,0.583107,3,0.372319,1.826428,4.205065,1.409703,0.002568,0.783089,0.63352,0.18712,-0.583551,11,1,1,1.947238,-0.583551,11.997358,0.248093,3.860302,-1.714996,3.845896,3.854473,0.892957,4.832891,1.994857,12.119542,19.000138,5,5,0.009722,0.102064,1,1,144.921296,-8.400109,3,-0.334684,10.527618,2,2,0.63352,3.90996,12.663877,3.944718,0.324,4,3.973619,4.758109,12.715809,6.715383,0.373597,2.956,6.990257,4,6,9,2.938,120.544252,3.809449,1.979613,5.086507,0.4798,349.09,-0.001969,-3.419936,-0.14347,4.843019,0.030965,3.492316,195,469.65827,469.65827,939.31654,0.725694,0.513731,8,3.478092,0.531319,25.805465,211,4.818132,3.945507,1313,0.625139,679.494586,0.006135,0.437558,0.803194,3.665588,3.349581,3.847535,538.722222,25.386934,-0.583551,1.868531,3.41557,9,-0.002058,5,6.448133,-0.349167,8.389133,-0.128759,0.783089,651.222222,4.389272,4.830479,1,3.918814,2.059957,34.635387,3.260194,3.254922,0.219512,172,-0.105908,129,9.533706,1.64681,1.612766,1.862047,0.047764,11,3.811779,30,674.833355,0.352292,0.398125,-0.010088,15.915893,0.174553,3.124809,8563.72544,36.077807,0.008617,100,11.450188,156,0.531319,8,1,1.575825,0.44369,6.44254,3.249494,3.736,3.892717,1.275889,0.073905,11.553902,0.54351,0.17078,0.015414,3,1.934852,0.028825,517.820629,481.444444,1.843543,1.344279,10.589937,0.010489,10.566665,4.950745,14.398113,3.718475,0.182255,18,0.10371,1.977989,507.277778,8.919319,5.487502,6.286816,1,79,27777.59972,0.68329,7.917536,64,3.733259,1.612766,22.300573,23.411202,1309.867116,23.420586,23.418033,9.77611,3.738407,0.204561,8,0.276982,1.575576,59.060175,23.718013,7,7,9.682404,1.030014,3.145882,1.311539,0.701097,49.13461,135,0.392068,0.129,15.126285,211.802088,12.335147,4.654023,0.110118,1.285229,10.801777,1.372874,26796.74602,1249,364.175124,1.627919,0.64189,968.669728,3.74414,517.777778,1.895105,0.99503,2.993857,872.119998,1
0.573544,14.756943,6,14.756943,2.531202,0.826865,14.756943,3,0.326669,2.022792,1.25584,0.900213,1.917002,3,0.771939,11.937949,0.485402,1.381844,0.594701,0.326669,1,1.931342,1,1.310371,0.573544,2.042883,6.952564,0.588455,3,0.290512,1.895154,4.18521,0.775487,0.002004,0.793389,0.643673,0.134839,-0.642023,10,1,1,2.258722,-0.642023,11.997362,0.248599,3.931527,-0.368319,3.906907,4.068712,0.900213,4.812567,1.982673,12.122108,31.972073,5,5,0.005348,0.049213,1,1,172.81546,-9.576447,3,-0.240453,12.952306,2,2,0.643673,4.731188,9.089848,4.045375,0.324,3,4.018613,4.811796,16.137021,6.744059,0.373597,2.782,7.019297,5,6,11,2.769,125.080159,3.85038,1.98715,5.131138,0.484477,358.12,-0.00144,-3.980676,-0.096902,5.049274,0.030498,3.654082,201,479.822277,479.822277,959.644555,0.788194,0.587805,8,3.511313,0.556139,35.163805,217,4.787039,4.068844,1364,0.588432,695.544853,0.00654,0.435077,0.784896,3.835781,3.374633,3.879122,561.268519,25.253804,-5.537002,2.328645,3.513037,11,-0.084714,5,6.652774,-0.348795,8.434681,-0.099465,1.439405,724.354938,1.004792,5.06269,1,3.96604,2.051858,28.047316,3.286881,3.340983,0.214286,176,-0.020294,133,9.643193,2.891394,1.470928,1.892801,0.046523,12,3.855289,30,944.884637,0.163579,0.448125,-0.002206,20.009697,0.160004,3.22295,9878.667916,45.220362,0.008257,104,11.55588,166,0.556139,10,1,1.577758,0.4434,6.461468,3.377457,4.043,3.938516,1.285794,0.072505,11.887235,0.52598,0.18831,0.014868,2,2.951976,0.02759,559.270457,501.438272,1.875208,1.37069,10.696819,0.018417,10.66427,4.898551,14.926054,3.669408,0.179832,17,0.11914,2.003463,575.604938,9.00516,5.457199,7.172554,1,83,27340.90511,1.112848,7.983099,68,3.733291,1.470928,22.926057,25.680219,1302.13657,23.609645,23.610523,9.63514,3.736146,0.198722,10,0.277064,1.583506,68.128744,26.05302,7,7,9.768069,1.02059,3.144803,1.369292,0.706927,48.616424,143,0.664468,0.144104,22.654673,212.867269,12.452585,6.516446,0.169464,1.30362,10.90366,1.372874,26211.27542,1278,362.175124,1.801415,0.65789,994.663412,3.74454,532.067901,1.885637,1.006,3.022103,676.831922,1
0.574414,14.6516,6,28.749232,2.544147,0.833308,14.097632,3,0.327539,2.021651,1.295359,0.901953,1.901378,3,0.1,10.619922,0.523547,1.367288,0.486529,0.327539,2,1.878726,2,1.310371,0.574414,2.013609,6.940026,0.583073,3,0.573884,2.276297,4.192622,3.533396,0.004823,0.784215,0.638947,0.358318,-0.583458,10,1,1,2.179923,-0.583458,11.9,0.248254,3.858299,-3.043872,3.839642,3.852212,0.901953,4.834567,1.984782,12.081918,18.999414,5,5,0.029692,0.279601,1,1,150.434087,-8.751907,3,-0.358334,5.162615,2,2,0.638947,3.909761,9.991789,3.94378,0.324,3,3.97409,4.648917,16.21281,6.729824,0.373597,2.734,7.012115,5,6,9,2.727,134.301508,3.772177,1.978024,5.076175,0.479671,322.09,-0.002342,-3.487931,-0.174016,5.069333,0.03025,3.486759,189,423.526964,423.526964,847.053928,0.630208,0.468632,8,3.472906,0.513194,26.487962,203,4.810079,3.999809,1251,0.592982,608.717757,0.005158,0.434422,0.759657,3.662254,3.429257,3.775019,501.611111,24.913351,-0.583458,1.825305,3.40318,9,-0.004459,5,5.899833,-0.286763,8.364275,-0.190776,0.784215,580.722222,4.12927,4.446801,2,3.922413,2.070179,29.121192,3.181102,3.232511,0.184211,168,-0.187339,123,9.166424,1.37858,1.598424,1.834499,0.047199,10,3.777692,28,1136.840303,0.354896,0.356875,-0.019895,16.845298,0.160004,3.042972,7820.59693,36.847586,0.008028,96,11.400372,147,0.513194,7,1,1.571248,0.44468,6.448889,3.232614,3.371,3.882294,1.228597,0.074524,10.994372,0.53238,0.18191,0.014576,2,1.94661,0.0272,442.123184,454.611111,1.802821,1.180142,10.53972,0.010444,10.514475,4.579749,13.225535,3.345635,0.178723,17,0.07867,1.971493,417.388889,8.860073,5.170779,6.265536,1,74,25641.36704,0.655106,7.855157,59,3.73036,1.598424,22.54968,21.26435,1196.633856,21.281699,21.284539,8.68734,3.679656,0.187704,8,0.276711,1.571477,65.719302,22.046626,7,7,9.626745,1.018928,3.072481,1.296911,0.695768,48.250693,125,0.664468,0.259265,15.30011,183.690384,12.288376,9.55328,0.098345,1.241042,10.749463,1.29555,24667.35589,997,317.07594,1.682602,0.66176,875.065064,3.740264,488.055556,1.888985,1.003729,2.91608,828.011893,1
0.572392,14.594002,6,14.594002,2.546758,0.829013,14.594002,3,0.325517,2.019717,1.305681,0.897909,1.90016,3,0.276302,10.619354,0.529127,2.053022,0.495961,0.325517,1,1.877794,1,1.310371,0.572392,2.011555,6.905747,0.578845,3,0.62044,1.83861,4.192307,4.124476,0.0044,0.776433,0.632389,0.295451,-0.56616,9,1,1,2.224603,-0.56616,11.99737,0.248289,3.857389,-3.318809,3.822459,3.851419,0.897909,4.887691,1.983281,11.913372,19.000137,4,4,0.029252,0.309497,1,1,141.810484,-8.354178,3,-0.305931,7.641188,2,2,0.632389,3.90833,8.842159,3.942117,0.324,3,3.972161,4.789655,19.095055,6.546785,0.290264,3.68,6.804615,6,5,9,3.698,113.993844,3.734506,1.958477,5.156849,0.475946,240.1,-0.002067,-3.659591,-0.138793,4.900516,0.030586,3.40049,165,383.883637,383.883637,767.767274,0.638889,0.464349,9,3.473791,0.558765,29.298188,169,4.878584,1.780704,1101,0.642224,558.040264,0.006756,0.439706,0.822734,3.571838,3.229791,3.687265,498.111111,23.265675,-0.56616,1.900562,3.403669,10,-0.004338,4,5.327999,-0.292426,8.176673,-0.224171,0.776433,594.388889,4.398007,3.915023,1,3.89558,2.039274,23.941711,3.185759,3.228743,0.277778,148,-0.237261,109,8.156042,1.684668,1.543925,1.799322,0.048,8,3.746207,28,1646.864914,0.30893,0.338125,-0.022424,16.657236,0.132226,3.044815,7398.696031,36.968791,0.008377,84,11.286489,128,0.558765,9,1,1.572606,0.44194,6.276643,3.228104,3.859,3.859284,1.228597,0.074826,9.597858,0.5252,0.18909,0.015729,3,1.970587,0.028869,436.442666,447.833333,1.769448,1.072236,10.434204,0.01073,10.406291,4.789054,12.360316,3.146754,0.184482,12,0.15052,1.949012,445.111111,8.77106,5.143476,5.859831,1,67,24376.23325,0.726542,7.767687,55,3.557733,1.543925,21.303712,21.302204,1164.827612,21.298602,21.313662,8.67428,3.618803,0.175138,9,0.285877,1.572958,52.473022,21.957125,3,3,9.524786,1.018928,3.072481,1.294736,0.713176,47.789614,111,0.868276,0.315939,19.27301,186.25748,12.1693,11.679893,0.113533,1.285229,10.647946,1.372874,25031.22652,937,321.650396,1.67697,0.67424,922.734516,3.569882,477.611111,1.849785,0.995613,2.928143,5568.117432,1
