maxHssNH,maxsF,nHBint8,SsF,minssNH,minHBint4,minsF,n6HeteroRing,minHssNH,SpMin1_Bhp,mindsCH,SHssNH,SpMin1_Bhe,nT6HeteroRing,MDEO-11,BCUTp-1h,minHBint8,SHCsatu,GATS1s,minHBd,nF,SpMin1_Bhi,nsF,MDEN-22,maxHBd,SpMin1_Bhv,minHBint2,minHCsatu,nHBint4,ATSC8c,AATSC0i,mindsN,ATSC8e,AATSC8c,maxHCsatu,maxHdsCH,MATS8c,minwHBa,ndssC,nT10HeteroRing,nF10HeteroRing,SM1_Dzi,mindssC,BCUTw-1l,BCUTc-1h,SpMax1_Bhv,ATSC6e,SpMax2_Bhm,SpMax1_Bhp,SHBd,SpMax3_Bhs,SpMin1_Bhm,mindO,BCUTw-1h,n6Ring,nT6Ring,AATSC8e,MATS8e,nT10Ring,nF10Ring,ATSC0s,SM1_Dzp,nHeteroRing,ATSC6c,WTPT-4,nHssNH,nssNH,maxHother,SpMax1_Bhm,MDEC-33,SpMax1_Bhe,MLFER_A,C3SP2,SpMax1_Bhi,BCUTp-1l,WTPT-5,piPC9,SCH-6,MLFER_BO,piPC10,nN,nTRing,nAtomP,MLFER_BH,ATSC0i,SpMax2_Bhp,SpMin2_Bhp,SpMax1_Bhs,minHCsats,fragC,AATSC6c,SM1_Dzv,MATS6c,SpMax2_Bhs,ASP-7,SpMax8_Bhs,MPC9,SpMax_Dt,EE_Dt,SpAD_Dt,GGI7,GGI8,nssCH2,SpMax5_Bhi,minHdsCH,WTPT-3,MPC10,SpMax4_Bhs,SHdsCH,TPC,GATS1e,SpDiam_Dt,JGI10,ASP-1,GATS3s,SpMax7_Bhs,R_TpiPCTPC,SpMax6_Bhs,ATS3s,SpMAD_Dt,gmin,SM1_Dze,SpMax5_Bhe,nHBAcc2,MATS1s,nRing,SP-6,BCUTc-1l,TpiPC,MATS6s,hmax,ATS4s,SM1_Dzs,SP-7,nX,SpMax2_Bhi,WTPT-2,MDEC-23,SpMax6_Bhm,SpMax5_Bhv,RotBtFrac,MPC8,MATS6e,MPC5,SP-5,ATSC7e,minHBa,SpMin2_Bhe,ASP-6,nBondsD2,SpMax2_Bhv,nBondsS3,ATSC8m,minssCH2,GGI9,AATSC6e,MIC0,VCH-6,SpMax6_Bhp,ATS8m,AATSC0m,AVP-7,MPC4,MWC9,MPC7,minHother,nHBAcc,nFRing,SpMin5_Bhp,ETA_Epsilon_3,piPC8,SpMax5_Bhp,MLFER_S,SpMax2_Bhe,SpMin8_Bhp,ASP-5,SP-4,ETA_Psi_1,ETA_dPsi_A,AVP-6,nHCsatu,SM1_Dzm,AVP-5,VR1_Dzs,ATS8s,SpMin2_Bhi,VP-7,SRW10,AATSC7e,MWC8,IC2,SP-3,VP-5,ASP-3,nwHBa,ETA_Shape_P,SpMin2_Bhv,ATS7s,SRW8,IC3,ATSC0e,ndsN,MPC3,ATS6i,SC-5,MWC5,WPOL,SpMax3_Bhp,minsssN,VR3_Dzp,VR3_Dze,ATS6e,VR3_DzZ,VR3_Dzm,ETA_Eta_L,SpMax4_Bhi,VCH-7,nHBa,ASP-2,SpMin5_Bhv,AATS8m,VR3_Dzi,ndsCH,nHdsCH,MWC7,SpMin8_Bhe,SpMax8_Bhi,SpMin5_Bhi,ASP-0,AATSC0v,MPC6,MDEN-23,MATS8m,VR2_Dze,ATS6p,MWC10,AATSC8m,MATS7e,SpMin8_Bhv,TSRW,SpMin7_Bhm,ATS3i,ECCEN,TIC5,IC0,ETA_BetaP_s,ATS2e,SpMax3_Bhv,ATS6s,SpMin3_Bhm,Mare,SpMax7_Bhp,VR1_D,Inhibitor
0.357682,0,0,0,3.289961,1.911098,0,1,0.345888,1.9329,1.782402,0.703569,1.829308,1,0,9.433826,0,1.226138,0.882962,0.345888,0,1.808369,0,1.696063,0.357682,1.935666,1.137956,0.545669,1,-0.241227,1.522904,4.110154,-1.186873,-0.003015,0.680469,0.570579,-0.242788,0.77296,4,0,0,1.074133,0.77296,11.99617,0.147919,3.774788,1.116912,3.743744,3.775328,0.703569,3.664391,1.932203,0,15.997948,2,2,-0.014836,-0.305284,0,0,18.54798,-3.155022,1,0.208179,2.795502,2,2,0.570579,3.795724,1.609088,3.848476,0.177,2,3.876426,4.982773,11.905082,5.049856,0.185395,1.974,5.17615,4,2,7,1.987,67.007755,3.714107,1.896579,3.868675,0.545669,67.05,0.002061,-1.676293,0.165961,3.856203,0.044334,2.756835,32,174.70126,174.70126,349.402519,0.152778,0.11867,3,3.19764,0.459803,14.700584,32,3.255427,4.050759,356,0.995136,257.612057,0.003186,0.470871,0.980073,2.8178,3.140449,3.044409,222.027778,15.881933,0.663273,0.809547,3.145633,5,0.024836,2,2.283736,-0.377191,7.020191,0.320899,0.680469,240.472222,1.553968,1.596014,0,3.842784,2.01424,11.394401,2.931243,2.91052,0.434783,33,0.227555,42,3.964054,0.139375,3.289961,1.784381,0.063437,7,3.713461,16,-981.246974,0.663273,0.106875,0.011059,13.253355,0.052623,2.88349,3290.353221,33.909926,0.010269,38,10.26399,36,0.459803,5,0,1.375303,0.4375,4.905275,2.921149,1.994,3.804621,0.914044,0.094382,5.375335,0.58724,0.12705,0.017624,2,0.819266,0.030711,272.279175,195.027778,1.749151,0.369667,9.544453,0.0017,9.456184,4.618078,7.06342,1.28988,0.207748,12,0.09585,1.904562,202.194444,7.997999,5.016028,2.138274,2,34,17025.01313,0.083333,7.030857,28,3.342044,0,17.013128,13.156472,742.070088,13.153683,13.154884,5.20255,3.325089,0.04855,3,0.303551,1.393398,41.129415,13.273001,8,8,8.645586,0.715907,2.798688,1.014088,0.710141,50.180965,36,0,-0.361711,17.978423,106.195568,11.075645,-12.265587,0.034975,0.94452,9.788357,1.096198,14132.89613,472,224.705216,1.468651,0.63636,577.47312,3.36416,219.75,1.648701,0.969818,2.634989,435.480431,0
0.313214,0,0,0,3.322958,0,0,0,0.223033,1.948069,1.985635,0.536247,1.809587,0,0,9.632082,0,1.234963,0.860401,0.223033,0,1.760924,0,1.853144,0.313214,1.969271,0.741129,0.493296,0,0.02335,1.375687,4.006924,-0.890612,0.000203,0.741667,0.528449,0.026161,0.822911,3,0,0,1.074133,0.822911,11.89,0.148547,3.697324,-0.070696,3.686547,3.705129,0.536247,3.612514,2.002017,0,15.994921,1,1,-0.007744,-0.177573,0,0,18.484509,-3.155022,1,-0.068097,3.048545,2,2,0.528449,3.770972,2.290129,3.828153,0.177,0,3.877303,5.345944,12.178499,4.976734,0.25,1.623,5.003946,4,2,5,1.618,71.535749,3.642559,1.781539,4.066433,0.246206,67.05,-0.000587,-1.676293,-0.075638,3.820513,0.039091,2.826023,43,155.586234,155.586234,311.172469,0.252622,0.183949,8,3.353003,0.528449,15.227044,40,3.308262,0.528449,409,0.812509,222.241817,0.004183,0.467176,1.007361,2.876104,2.259169,3.163805,262.722222,14.144203,0.534363,0.809547,3.275577,5,0.131238,2,2.618463,-0.264096,6.829794,-0.015835,0.741667,273.5,1.842857,1.680902,0,3.81736,2.005194,12.681901,2.908046,3.100578,0.478261,45,-0.013974,45,3.956943,-0.292955,3.322958,1.610021,0.060894,3,3.6548,20,-318.7381,0.534363,0.140633,-0.000609,12.52862,0.120601,2.890184,3961.158344,33.032398,0.014334,41,10.390318,43,0.528449,3,0,1.529119,0.4375,4.919981,3.119394,1.402,3.78143,1.13737,0.087932,5.418023,0.58724,0.12705,0.026783,2,0.819266,0.046185,194.574505,234.472222,1.567157,0.616367,9.557964,-0.002382,9.567245,4.282197,7.11761,2.07831,0.20336,4,0.14377,1.784729,233.472222,8.017967,4.887658,2.267868,2,35,19368.25747,0,7.089243,27,3.351253,0,13.765427,12.254035,860.454252,12.254569,12.254884,7.74785,3.407893,0.140736,3,0.300555,1.553531,34.444855,12.371169,1,1,8.737934,0.852915,2.955449,1.259662,0.717557,48.687186,43,0,-0.083907,11.929013,126.713772,11.219668,-2.771636,-0.054611,1.14476,9.847288,1.313594,21963.95393,476,249.30345,1.379409,0.625,740.004348,3.362899,232.75,1.721128,0.956,2.824624,445.968059,0
0,0,0,0,0,0,0,0,0,1.940358,1.505356,0,1.86371,0,0.5,9.89008,0,0.787646,0.627732,0.676212,0,1.841898,0,1,0.676212,1.946385,7.536632,0.787646,0,0.097791,1.73945,3.949535,0.404029,0.002794,0.787646,0.620955,0.164131,-1.022201,6,0,0,1.247267,-1.022201,11.996186,0.311875,3.859299,-0.670323,3.788056,3.851301,0.676212,3.91884,1.951766,11.145372,15.998266,2,2,0.011544,0.140283,0,0,69.876344,-4.237316,1,-0.124472,4.861314,0,0,0.620955,3.926393,4.676046,3.951365,0.591,3,3.986239,4.232173,12.267958,6.618739,0.343013,0.986,6.910751,4,4,12,0.939,53.922951,3.778793,1.883251,4.65087,0,109.06,-0.002706,-2.075287,-0.158955,4.458402,0.031302,2.766021,85,189.842312,189.842312,379.684624,0.254323,0.174611,1,3.190173,0.538966,17.129272,88,3.702124,3.978302,653,0.675868,273.778817,0.01306,0.442864,0.643904,2.902911,5.784074,3.340358,242.666667,18.08022,-1.022201,1.058042,3.126657,6,-0.04138,3,3.434126,-0.346598,8.23695,-0.141323,0.787646,290.444444,2.688889,2.504196,0,3.85312,2.046263,15.4901,2.716646,2.944311,0.173913,86,-0.177087,68,5.054505,-0.598431,1.642018,1.805716,0.048368,8,3.777601,14,257.196028,0.463572,0.110316,-0.014572,16.030026,0.091736,2.709867,2631.036743,31.385404,0.005524,56,10.865153,80,0.538966,6,1,1.220781,0.44237,6.381816,2.921988,2.345,3.83085,0.804933,0.074331,6.392912,0.54766,0.16663,0.010681,1,1.068532,0.020925,152.120367,149.444444,1.790178,0.441901,9.943045,-0.013917,9.977435,4.126729,7.687155,1.422907,0.178771,14,0.10921,1.882073,160.611111,8.28778,4.760648,2.550948,2,43,7233.767808,0.315235,7.319202,32,3.202989,1.642018,10.689961,10.643348,356.637624,10.644656,10.644504,4.20358,3.226595,0.117969,3,0.282332,1.161984,75.172478,10.701044,7,7,9.08806,0.565887,2.645347,0.859577,0.705696,43.68894,71,1.414214,0.234136,7.56656,68.276042,11.757196,7.348458,-0.169124,0.835847,10.198989,0.929437,10141.81141,418,147.580086,1.669595,0.61905,410.103344,3.221218,153.888889,1.440579,1.016516,2.507079,167.517136,0
0,0,0,0,0,0,0,0,0,1.868446,1.530484,0,1.675391,0,0.814325,9.75079,0,0.764913,0.698007,0.699842,0,1.63334,0,0,0.699842,1.866599,7.39368,0.764913,0,0.061422,1.422267,0,0.546914,0.001428,0.764913,0.522497,0.083522,-0.960487,2,0,0,0.657752,-0.960487,11.998461,0.273641,3.586716,-2.01279,3.601996,3.600092,0.699842,3.776225,1.864086,10.564784,31.972678,0,0,0.012719,0.131144,0,0,84.597554,-3.340927,0,-0.090897,7.303854,0,0,0.522497,3.84456,0.90856,3.744958,0.502,0,3.784139,4.042419,3.322715,0,0,1.323,0,1,0,5,1.326,45.512546,3.437216,1.633179,4.813457,0.338567,14.05,-0.00128,-1.358729,-0.074858,4.708622,0.048113,2.604078,0,56.186067,56.186067,112.372134,0.125,0,2,2.89938,0.399376,13.330896,0,3.450122,0.921873,120,0.752674,77.555286,0,0.497745,0.982806,2.767856,1.591667,2.924647,200.061728,7.491476,-0.960487,0.957103,2.811076,4,-0.077038,0,0.919957,-0.330584,5.257495,-0.185413,0.764913,207.388889,0.374524,0.288675,0,3.530305,1.877454,5.099942,2.333553,2.551514,0.785714,4,-0.292306,18,1.938856,-1.538102,-0.856999,1.480127,0.076663,3,3.37334,11,-192.506294,-0.207421,0,-0.028349,19.085893,0,2.45754,1009.222796,55.620252,0.028615,18,9.606765,6,0.399376,4,0,1.074906,0.42766,2.397895,2.558737,1.585,3.486013,0.677102,0.107714,2.53364,0.53713,0.17716,0.032707,1,1.515656,0.043968,179.403409,74.537037,1.444841,0.171688,8.869117,-0.030159,8.823353,4.179229,3.366065,0.791422,0.210379,4,0.34562,1.655834,156.666667,7.373374,4.116729,3.103501,0,16,11832.33812,0.117851,6.424869,16,3.221222,1.380463,6.889021,6.665784,557.582108,6.807333,6.807539,4.68468,3.12398,0,5,0.361099,1.134541,23.470298,6.772815,2,2,8.012018,0.236952,2.437305,0.689516,0.789662,50.851296,12,0,-0.08049,5.673499,75.904595,10.417119,-4.476891,-0.310966,0.666142,9.128696,0.721488,10256.2777,174,133.735338,1.641843,0.56667,408.556882,3.22114,251.87037,1.466988,0.980125,2.217096,85.820944,0
0,13.650119,0,27.068201,0,0,13.418082,0,0,1.960818,1.091054,0,1.865174,0,0,9.163634,0,1.410251,0.525906,0,2,1.852815,2,0,0,1.948948,0,0.570251,0,-0.123383,3.008292,0,-1.584643,-0.004935,0.84,0.685629,-0.334526,-0.842911,6,0,0,1.053675,-0.842911,11.997416,0.175376,3.844734,-0.118133,3.6945,3.835089,0,4.607629,1.929216,11.765926,19.000605,1,1,-0.063386,-0.360749,0,0,108.833333,-6.160998,1,0.093384,5.55139,0,0,0.685629,3.898165,7.135937,3.917933,0.003,2,3.930221,4.580613,0,5.164786,0.157618,0.49,5.198497,0,2,8,0.479,81.223894,3.630711,1.653307,4.89815,0,52.04,0.002457,-1.891308,0.166573,4.781277,0.033016,2.441026,26,107.050247,107.050247,214.100493,0.168438,0.040816,1,2.840177,0.581462,10.617497,20,3.83504,3.139355,312,0.573067,154.570901,0,0.449568,1.144471,2.789464,3.865385,2.85834,257,12.594147,-0.842911,1.12399,2.782995,4,-0.030573,2,1.758479,-0.321803,7.095893,-0.216128,0.84,413.722222,2.637454,1.089538,2,3.759611,1.990501,11.505574,2.422982,2.642817,0.333333,29,-0.017693,38,2.975175,-0.555161,4.969886,1.535715,0.050242,6,3.640183,12,-742.386312,-0.148519,0,-0.003109,16.360279,0.048611,2.272315,864.467134,38.992026,0.006854,39,10.486904,33,0.581462,2,0,1.142966,0.43878,5.081404,2.648981,1.39,3.747004,0.442944,0.078294,4.886729,0.49407,0.22022,0.012215,2,1.234109,0.023421,216.564529,86.333333,1.510143,0.226196,9.658673,-0.016328,9.626086,4.134336,6.076036,0.889982,0.189876,11,0.18154,1.661356,147.166667,8.012018,4.504706,4.744059,0,32,6370.245481,0.357368,7.023759,24,3.174292,0,8.360196,13.366754,325.489048,13.353517,11.843422,3.74865,3.129396,0.060887,4,0.293274,1.123464,34.578685,10.090062,5,5,8.753213,0.023666,2.2282,0.900738,0.730226,47.201466,35,0,-0.761578,152.869265,47.431809,11.360485,-29.695452,-0.092929,0.399136,9.907977,0.634489,8600.23415,229,121.627075,1.594702,0.60294,364.980812,3.18439,218.5,1.478185,1.032593,2.187443,203.744561,0
0.461848,0,1,0,2.981102,0,0,0,0.443995,1.90144,1.822219,0.905844,1.83479,0,0,9.906047,0.96452,0.500694,1.01153,0.443995,0,1.815026,0,1.740202,0.461848,1.906392,1.323595,0.500694,0,0.003406,1.678936,4.221601,-0.116434,0.000085,0.500694,0.619581,0.006883,0.766017,6,0,0,1.126248,0.766017,11.993371,0.156729,3.886416,0.455498,3.706913,3.878881,0.905844,3.399393,1.905013,0,14.010199,1,1,-0.002911,-0.070677,0,0,12.227273,-2.590909,2,-0.016579,0,2,2,0.619581,3.942937,5.23245,3.971044,0.61,1,4.007074,5.280846,15.22751,6.580639,0.487662,1.329,6.741701,5,4,15,1.519,55.404904,3.551361,1.660837,3.983808,0,94.05,-0.000307,-1.596623,-0.024814,3.811696,0.02902,2.285559,80,144.899333,144.899333,289.798665,0.168403,0.163541,0,3.081317,0.506148,15.22751,77,3.108164,2.172865,600,1.090077,200.612783,0,0.434294,1.102761,2.621528,5.783333,2.743934,185.333333,16.099926,0.766017,0.701315,2.972859,5,-0.147885,3,3.055279,-0.306658,8.152198,0.19597,0.619581,192.222222,1.261538,2.176524,0,3.806233,2.0486,10.217247,2.606534,2.731644,0.25,83,0.20481,60,4.255366,0.31446,2.088392,1.438507,0.046292,6,3.575533,14,-313.553276,0,0.064691,0.008435,12.650528,0.135199,2.659559,1625.814144,33.553611,0.006045,52,10.838423,75,0.506148,5,1,1.226062,0.444,6.418365,2.750618,2.195,3.742594,0.711178,0.070923,5.741857,0.58219,0.1321,0.011624,1,0.712501,0.021568,240.17935,96.833333,1.370904,0.45337,9.852247,0.008275,9.941602,4.286226,7.155043,1.294077,0.178876,10,0.17647,1.662587,98.611111,8.196712,4.612132,1.359112,2,40,9053.207815,0.366025,7.250636,27,3.227796,2.088392,9.057831,10.887931,401.996216,10.775393,10.789759,4.01578,3.221564,0.183003,3,0.272985,1.274527,40.645354,9.68342,4,4,9.042513,0.527837,2.461318,0.889113,0.705461,48.71206,66,0.785629,-0.233621,23.534761,61.444978,11.738314,-7.838832,0.200928,0.735436,10.15148,1.049909,10390.39406,302,152.200343,1.458978,0.70833,458.456276,3.235493,125.111111,1.57358,0.98,2.512078,158.007997,0
0,0,0,0,0,0,0,0,0,2.013927,1.761111,0,1.957075,0,0.501057,11.174361,0,5.831266,0.669999,0,0,1.94381,0,0,0,2.019482,0,0.546594,0,0.057438,1.346093,0,0.913737,0.000262,0.920035,0.560572,0.016835,-0.558943,14,0,0,1.385073,-0.558943,11.89,0.292099,3.91995,0.435416,3.737955,3.922571,0,4.48175,2.029454,11.854787,16.001979,2,2,0.004172,0.042027,0,0,148.018018,-8.658354,0,0.059357,21.864942,0,0,0.560572,3.923737,15.84289,3.961574,0.003,10,3.975051,4.582946,0,7.201171,0.136083,1.636,7.470224,0,2,12,1.635,99.610888,3.710484,1.867815,4.483071,0,121.08,0.000304,-3.191956,0.019539,4.482568,0.031821,3.419962,178,401.382195,401.382195,802.76439,1.010417,0.825145,4,3.64222,0.541577,21.864942,194,4.48127,3.301549,1140,0.708815,546.636522,0.008926,0.458378,0.692202,3.420254,5.191228,3.66782,565.027778,20.06911,-0.558943,1.987958,3.62994,8,-0.104834,2,5.522301,-0.308281,8.685923,0.03489,0.920035,645.694444,3.364286,4.264023,0,3.80061,1.971167,31.631651,3.534244,3.501759,0.512195,154,0.022492,93,6.893843,-0.043631,5.261848,1.761825,0.04887,14,3.710718,27,-403.937343,-0.088883,0.698125,0.002233,12.345348,0.048113,3.480214,11954.14265,35.960164,0.006958,71,11.186073,134,0.541577,8,0,1.733852,0.43559,6.834109,3.492018,2.711,3.787732,1.324577,0.074127,8.347686,0.54687,0.16742,0.013111,8,1.994125,0.023862,373.388948,705.333333,1.745441,0.932424,10.347308,-0.000244,10.327153,3.93203,13.496682,2.219176,0.204495,24,0.28571,1.86457,655.583333,8.753213,4.24973,7.346478,0,66,30860.7906,1.162225,7.766841,60,3.501643,0,24.706773,23.93748,1477.722936,23.936647,23.937053,8.94735,3.653376,0.092098,8,0.310552,1.731856,54.585126,23.979394,6,6,9.468465,1.093954,3.183753,1.553538,0.74956,50.484869,113,0,-0.051292,9.929306,255.724809,12.051283,-1.844463,-0.002455,1.332058,10.578293,1.433789,21583.1619,1064,350.479999,1.385484,0.5875,970.278016,3.51417,585.722222,1.748976,0.988108,3.14083,417.920865,0
0.392372,0,4,0,2.804962,0.266775,0,2,0.357885,2.033062,1.926959,0.750257,1.89156,2,0,11.228866,1.003854,1.688616,0.707176,0.357885,0,1.854288,0,1.573673,0.470176,2.027729,4.792255,0.525731,6,0.47271,1.530896,4.83806,1.785661,0.00307,0.628597,0.515778,0.249971,0.121403,8,1,1,1.656293,0.121403,11.998507,0.207461,3.833275,0.475865,3.878337,3.826374,1.220433,3.977072,2.001831,12.213557,34.969381,4,4,0.011595,0.202918,1,1,51.111775,-3.95744,2,0.372826,2.491037,2,2,0.515778,3.968201,9.109277,3.943354,0.778,1,3.98801,4.930122,18.348884,6.816736,0.290264,2.443,7.107425,6,5,15,2.449,85.730179,3.764634,1.904381,4.940102,0.402761,212.08,0.002486,-2.231654,0.202409,4.08731,0.028843,3.080714,184,333.491819,333.491819,666.983638,0.465278,0.439657,8,3.429688,0.465851,23.366208,197,3.562926,1.460096,1139,0.838911,481.995786,0.007174,0.438413,0.969424,3.246637,3.774363,3.361131,360.510288,22.999436,0.015534,1.299857,3.356697,7,-0.038016,4,5.35114,-0.302512,8.36637,0.050513,0.633493,397.716049,2.610452,3.864914,1,3.858857,2.057741,23.655308,3.221036,3.141331,0.25,161,0.055518,103,7.316036,-0.251219,0.74542,1.805033,0.046532,7,3.759213,25,568.811162,0.714837,0.259375,0.003172,16.998813,0.163606,2.901284,7926.525121,47.719634,0.008687,80,11.196089,134,0.465851,7,1,1.529943,0.44321,6.510258,3.127638,3.974,3.829605,1.179121,0.071029,9.194519,0.57748,0.13681,0.015962,3,1.765451,0.03093,309.484417,364.563786,1.781342,1.16405,10.316094,-0.00161,10.315299,4.816109,10.511721,3.185765,0.178165,11,0.13964,1.911213,339.346708,8.646993,5.293875,3.199963,2,59,24689.39329,0.309489,7.649216,47,3.620717,2.29084,19.302077,19.268177,1139.694416,19.064742,19.061785,8.43503,3.506554,0.206463,6,0.28447,1.5349,51.470942,19.477914,3,3,9.418573,0.944394,3.064078,1.212765,0.702762,50.424963,115,1.189207,0.077402,26.493601,191.379962,12.094744,3.693579,-0.028182,1.211916,10.528624,1.309921,23703.94219,631,302.456988,1.590741,0.67241,818.759064,3.619474,369.657407,1.87608,0.976071,2.85169,2585.779981,0
0.251941,12.859071,0,25.718142,2.635807,0,12.859071,0,0.251941,1.992368,0,0.251941,1.891258,0,1.301395,11.372607,0,0.666379,0.68201,0.251941,2,1.883238,2,0,0.650793,2.03327,3.10764,0.666379,0,-0.071285,2.341132,0,-1.882916,-0.000679,0.666379,0,-0.043106,-0.99197,1,0,0,1.538292,-0.99197,11.85,0.25913,3.862462,4.216388,3.788139,4.006704,0.902734,5.057942,1.990082,10.778072,31.972072,1,1,-0.017933,-0.116888,0,0,190.02234,-8.41963,0,-0.048593,9.729408,1,1,0.464986,4.708136,1.449037,4.000081,0.947,1,3.983929,3.807799,3.033375,5.037764,0.501555,0.702,5.221031,1,2,6,0.654,105.350918,3.802599,1.936563,5.45941,0.587119,73.08,-0.000446,-2.851043,-0.028306,5.283592,0.035987,3.419352,44,157.553812,157.553812,315.107624,0.430556,0.303855,6,3.274515,0,21.055193,44,4.87619,0,446,0.554748,217.166266,0.014437,0.446056,1.076735,3.96903,2.418021,4.031037,369.273148,13.129484,-5.411403,1.832598,3.253129,7,-0.113876,2,2.886835,-0.331616,6.984195,0.214753,1.230999,339.135031,0.488281,1.619436,2,3.880833,1.970422,12.633635,2.70738,3.071221,0.48,46,0.252141,46,3.718448,2.673086,2.635807,1.842808,0.054469,3,3.786726,16,-35.753087,-0.373292,0.2025,0.038682,21.250647,0.192307,2.665925,4930.849732,53.263309,0.014022,46,10.73681,45,0.45356,5,0,1.382187,0.43714,4.920893,3.063983,1.757,3.851727,0.924581,0.080836,5.915973,0.48933,0.22496,0.022828,1,2.500499,0.040715,2617.037256,374.615741,1.824034,0.630982,10.104426,0.024524,9.920492,4.383535,6.908721,1.872869,0.186722,7,0.17101,1.951578,510.342593,8.458504,4.808411,6.903722,0,37,17940.26942,0,7.293698,27,3.610109,0,12.549891,13.11292,876.370336,12.718058,12.714967,6.80712,3.577558,0.166706,7,0.321886,1.392199,46.960474,12.808309,0,0,9.010058,0.565766,2.790958,1.142807,0.741445,49.383387,53,0,-0.006393,9.832203,133.908877,11.651704,-0.340506,0.159851,0.92255,10.321704,1.052218,19289.28881,465,221.133389,1.797661,0.59375,662.487904,3.57264,571.796296,1.776043,1.012533,2.657243,1011.498338,0
0.574215,0,1,0,2.538007,-0.70361,0,0,0.522357,1.776354,0.601625,1.096572,1.598018,0,0.512993,10.068513,6.018277,0,0.516561,0.522357,0,1.575871,0,0.965489,0.574215,1.72817,-0.773461,0,2,0.04107,1.943862,4.196894,0.022325,0.002934,0,0.797054,0.145985,0.012456,4,0,0,1.3335,0.012456,11.98863,0.272031,3.797984,-0.355874,3.762948,3.815038,1.096572,3.839696,1.658946,10.219297,31.972072,0,0,0.001595,0.012504,0,0,81.629396,-4.895472,2,-0.104929,7.270117,2,2,0.797054,4.05123,2.525065,3.905579,0.283,0,3.937597,3.707401,12.12398,5.46806,0.287457,1.02,5.17615,4,2,15,1.062,42.764955,3.523401,1.6787,4.844881,0,49.08,-0.00477,-2.316703,-0.237345,4.61088,0.033843,2.156341,34,93.9575,93.9575,187.914999,0.184949,0.080633,0,2.620543,0.512807,22.455609,21,3.818182,2.669976,330,0.579484,136.953309,0,0.453101,0.642172,2.378568,4.048485,2.790155,164.746914,11.744687,-1.34699,1.377892,2.57162,6,-0.010669,2,2.170428,-0.363662,7.198184,0.026518,0.797054,185.435185,1.324603,1.286039,0,3.673843,2.001168,6.716637,2.411944,2.371595,0.294118,37,-0.126843,37,2.80394,-0.151687,-1.34699,1.425202,0.051677,6,3.485551,11,170.557589,0,0.04,-0.016176,25.895754,0.129353,2.18785,1086.504537,52.783183,0.008734,36,10.394672,38,0.512807,4,0,1.005375,0.43913,5.389072,2.341541,2.458,3.641327,0.183194,0.075782,4.298597,0.48373,0.23056,0.014466,0,1.943156,0.026944,96.741254,89.333333,1.384403,0.331901,9.412873,-0.007584,9.529012,4.368523,5.401935,0.996943,0.186274,8,0.13453,1.64108,106.907407,7.834788,4.459432,2.805625,1,29,3733.71502,0.25,6.932448,19,2.986056,0,7.875203,7.457043,190.552402,7.391446,7.391611,3.2017,3.120611,0.133277,5,0.295872,0.995922,77.607467,7.450966,4,4,8.660254,0.272737,1.972963,0.738999,0.721475,39.661393,42,0.635904,0.230806,6.606562,28.741536,11.264579,12.182685,-0.059472,0.266866,9.750628,0.370215,6126.968506,251,98.107496,2.083765,0.6875,294.654894,3.031198,128.944444,1.388187,1.062182,1.8508,115.899059,0
